"GrantNumber","CallDecisionYear","GrantDurationYears","FundingInstrumentLevel1","AmountGrantedAllSets","AmountPerYear","InstituteCountry","MainDiscipline_Level2","NrTotalUncitableOutputs","NrTotalUncitableOutputsPerYear","NrCitablePublications","NrCitablePublicationsPerYear","NrCitationsTotal","NrCitationsPerPublication"
173123,2017,4,"Projects",7e+05,175000,"Switzerland","Preventive Medicine",66,16.5,18,4.5,566,31.4444444444444
174120,2017,3.41369863013699,"Careers",697621,204359.281701445,"Switzerland","Basic Medical Sciences",8,2.34349919743178,8,2.34349919743178,76,9.5
174369,2017,1.5013698630137,"Careers",147535,98266.9251824817,"United States of America","Basic Medical Sciences",5,3.33029197080292,5,3.33029197080292,591,118.2
173168,2017,4.33424657534247,"Projects",689716,159131.694058154,"Switzerland","Preventive Medicine",21,4.84513274336283,6,1.38432364096081,25,4.16666666666667
177882,2017,1.4986301369863,"Careers",81600,54449.7257769653,"United States of America","Basic Medical Sciences",3,2.0018281535649,3,2.0018281535649,101,33.6666666666667
177881,2017,0.997260273972603,"Careers",49000,49134.6153846154,"Netherlands","Experimental Medicine",10,10.0274725274725,4,4.01098901098901,805,201.25
173102,2017,4,"Projects",474000,118500,"Switzerland","Experimental Medicine",3,0.75,9,2.25,66,7.33333333333333
177521,2017,1.9972602739726,"Programmes",1918050,960340.534979424,"Switzerland","Clinical Medicine",0,0,5,2.50342935528121,29,5.8
177504,2017,3,"Programmes",4e+05,133333.333333333,"Switzerland","Preventive Medicine",2,0.666666666666667,2,0.666666666666667,15,7.5
179624,2017,0.249315068493151,"Science communication",10950,43920.3296703297,"Switzerland","Preventive Medicine",1,4.01098901098901,2,8.02197802197801,5,2.5
172925,2017,4.33424657534247,"Projects",992597,229012.582174463,"Switzerland","Basic Medical Sciences",27,6.22945638432364,1,0.230720606826801,5,5
182326,2018,4,"Projects",904000,226000,"Switzerland","Basic Medical Sciences",9,2.25,1,0.25,7,7
179318,2018,2.5013698630137,"Projects",257426,102914.008762322,"Switzerland","Clinical Medicine",5,1.99890470974808,1,0.399780941949616,25,25
183865,2018,1.83013698630137,"Careers",60625,33125.9356287425,"France","Preventive Medicine",7,3.8248502994012,17,9.28892215568862,336,19.7647058823529
183721,2018,1,"Careers",396170,396170,"Switzerland","Experimental Medicine",7,7,3,3,22,7.33333333333333
182328,2018,4,"Projects",794990,198747.5,"Switzerland","Clinical Medicine",12,3,47,11.75,935,19.8936170212766
183979,2018,3,"Careers",203112,67704,"Switzerland","Clinical Medicine",6,2,2,0.666666666666667,9,4.5
183862,2018,0.578082191780822,"Careers",88500,153092.417061611,"United States of America","Experimental Medicine",0,0,1,1.72985781990521,197,197
179479,2018,4,"Projects",1300701,325175.25,"Switzerland","Experimental Medicine",12,3,9,2.25,440,48.8888888888889
176986,2018,2,"Careers",720874,360437,"Switzerland","Experimental Medicine",12,6,4,2,21,5.25
182834,2018,3.66575342465753,"Projects",648405,176881.782511211,"Switzerland","Experimental Medicine",19,5.1831091180867,14,3.81913303437968,279,19.9285714285714
183777,2018,0.997260273972603,"Careers",210411,210989.052197802,"Switzerland","Experimental Medicine",9,9.02472527472527,12,12.032967032967,238,19.8333333333333
183881,2018,1.66575342465753,"Careers",83250,49977.3848684211,"United States of America","Experimental Medicine",0,0,3,1.80098684210527,130,43.3333333333333
181563,2018,1.5013698630137,"Careers",81500,54283.7591240876,"United States of America","Experimental Medicine",0,0,1,0.666058394160583,53,53
180083,2018,4,"Careers",894241,223560.25,"Switzerland","Social Medicine",14,3.5,38,9.5,1227,32.2894736842105
179235,2018,4,"Projects",682018,170504.5,"Switzerland","Experimental Medicine",5,1.25,4,1,177,44.25
182744,2018,1.91780821917808,"Projects",624658,325714.528571429,"Switzerland","Experimental Medicine",1,0.521428571428572,1,0.521428571428572,13,13
183604,2018,0.249315068493151,"Science communication",9500,38104.3956043956,"Switzerland","Clinical Medicine",2,8.02197802197801,1,4.01098901098901,1,1
181809,2018,1.4958904109589,"Careers",71400,47730.7692307692,"Austria","Basic Medical Sciences",1,0.66849816849817,5,3.34249084249085,149,29.8
183397,2018,1.91506849315068,"Infrastructure",183090,95604.9356223176,"Switzerland","Basic Medical Sciences",1,0.522174535050073,1,0.522174535050073,30,30
182679,2018,3,"Projects",474000,158000,"Switzerland","Clinical Medicine",1,0.333333333333333,1,0.333333333333333,426,426
179531,2018,4,"Projects",904000,226000,"Switzerland","Experimental Medicine",9,2.25,14,3.5,433,30.9285714285714
181038,2018,0.997260273972603,"Careers",397213,398304.244505494,"Switzerland","Experimental Medicine",13,13.0357142857143,8,8.02197802197802,302,37.75
180552,2018,4,"Programmes",347273,86818.25,"Switzerland","Experimental Medicine",6,1.5,8,2,62,7.75
182680,2018,4.4986301369863,"Projects",698484,155265.931790499,"Switzerland","Experimental Medicine",0,0,7,1.55602923264312,100,14.2857142857143
180403,2018,0.501369863013699,"Science communication",19200,38295.0819672131,"Switzerland","Clinical Medicine",5,9.97267759562841,6,11.9672131147541,153,25.5
182855,2018,3.4958904109589,"Projects",857766,245364.098746082,"Switzerland","Basic Medical Sciences",12,3.43260188087775,2,0.572100313479625,53,26.5
179434,2018,4,"Projects",8e+05,2e+05,"Switzerland","Experimental Medicine",2,0.5,13,3.25,373,28.6923076923077
179247,2018,4,"Projects",570000,142500,"Switzerland","Experimental Medicine",0,0,1,0.25,23,23
179360,2018,4.16712328767123,"Projects",879509,211059.030243261,"Switzerland","Experimental Medicine",30,7.1992110453649,14,3.35963182117028,497,35.5
179294,2018,3,"Projects",493021,164340.333333333,"Switzerland","Experimental Medicine",6,2,5,1.66666666666667,722,144.4
179337,2018,3.41369863013699,"Projects",246018,72067.8731942215,"Switzerland","Social Medicine",25,7.32343499197431,6,1.75762439807383,127,21.1666666666667
185401,2018,2.5041095890411,"Infrastructure",758306,302824.606126915,"Switzerland","Preventive Medicine",1,0.399343544857767,1,0.399343544857767,39,39
181604,2018,1.66575342465753,"Careers",85700,51448.1907894737,"United States of America","Basic Medical Sciences",3,1.80098684210527,1,0.600328947368423,10,10
183981,2018,3,"Careers",188250,62750,"Switzerland","Experimental Medicine",15,5,6,2,79,13.1666666666667
183898,2018,2,"Careers",189200,94600,"Canada","Basic Medical Sciences",0,0,1,0.5,2,2
183899,2018,2.16164383561644,"Careers",154605,71521.9581749049,"Sweden","Basic Medical Sciences",9,4.16349809885931,7,3.2382762991128,106,15.1428571428571
179403,2018,4,"Projects",1112000,278000,"Switzerland","Basic Medical Sciences",32,8,9,2.25,413,45.8888888888889
183826,2018,1.67123287671233,"Careers",134900,80718.8524590164,"Germany","Basic Medical Sciences",0,0,2,1.19672131147541,91,45.5
183978,2018,3.4958904109589,"Careers",200452,57339.3260188088,"Switzerland","Experimental Medicine",4,1.14420062695925,1,0.286050156739812,5,5
179651,2018,3.24383561643836,"Projects",271092,83571.4358108108,"Switzerland","Basic Medical Sciences",3,0.92483108108108,3,0.92483108108108,25,8.33333333333333
181475,2018,1.4986301369863,"Careers",74700,49845.521023766,"United States of America","Preventive Medicine",17,11.3436928702011,7,4.6709323583181,954,136.285714285714
179450,2018,3.91506849315068,"Projects",403622,103094.492652204,"Switzerland","Clinical Medicine",1,0.255423372988104,3,0.766270118964312,8,2.66666666666667
179277,2018,3.08493150684932,"Projects",435656,141220.639431616,"Switzerland","Experimental Medicine",43,13.9387211367673,19,6.15896980461811,402,21.1578947368421
182481,2018,4,"Projects",7e+05,175000,"Switzerland","Clinical Medicine",27,6.75,12,3,81,6.75
181878,2018,1.5013698630137,"Careers",81500,54283.7591240876,"United States of America","Basic Medical Sciences",7,4.66240875912408,1,0.666058394160583,13,13
176825,2018,4,"Careers",1479338,369834.5,NA,"Experimental Medicine",6,1.5,5,1.25,40,8
183501,2018,2.16712328767123,"Infrastructure",759800,350603.034134008,"Switzerland","Experimental Medicine",10,4.61441213653604,1,0.461441213653604,7,7
182417,2018,4,"Projects",1008000,252000,"Switzerland","Experimental Medicine",22,5.5,6,1.5,48,8
180832,2018,0.493150684931507,"Careers",117438,238138.166666667,"Switzerland","Experimental Medicine",6,12.1666666666667,4,8.11111111111111,353,88.25
182105,2018,4,"Projects",572000,143000,"Switzerland","Experimental Medicine",33,8.25,16,4,225,14.0625
183984,2018,3,"Careers",189902,63300.6666666667,"Switzerland","Basic Medical Sciences",2,0.666666666666667,3,1,40,13.3333333333333
179169,2018,4,"Projects",1008000,252000,"Switzerland","Basic Medical Sciences",12,3,5,1.25,73,14.6
179379,2018,4.33424657534247,"Projects",681339,157198.947534766,"Switzerland","Clinical Medicine",16,3.69152970922882,4,0.922882427307205,20,5
183540,2018,0.495890410958904,"Science communication",18250,36802.4861878453,"Switzerland","Preventive Medicine",0,0,4,8.06629834254144,8,2
181641,2018,1.66301369863014,"Careers",113050,67978.9950576606,"Canada","Experimental Medicine",7,4.20922570016474,6,3.60790774299835,431,71.8333333333333
179325,2018,2.5013698630137,"Projects",313664,125396.889375685,"Switzerland","Basic Medical Sciences",10,3.99780941949616,14,5.59693318729463,101,7.21428571428571
183909,2018,2,"Careers",203550,101775,"Sweden","Experimental Medicine",1,0.5,2,1,34,17
181590,2018,0.249315068493151,"Careers",29028,116430.989010989,"Switzerland","Preventive Medicine",1,4.01098901098901,1,4.01098901098901,27,27
185396,2018,2.5041095890411,"Infrastructure",593638,237065.503282276,"Switzerland","Clinical Medicine",17,6.78884026258205,11,4.39277899343544,68,6.18181818181818
179432,2018,4.25205479452055,"Projects",1112000,261520.618556701,"Switzerland","Basic Medical Sciences",5,1.17590206185567,11,2.58698453608247,363,33
179587,2018,4,"Projects",904000,226000,"Switzerland","Basic Medical Sciences",10,2.5,6,1.5,293,48.8333333333333
180977,2018,3.83835616438356,"Programmes",684000,178201.284796574,"Switzerland","Basic Medical Sciences",0,0,1,0.260528194147038,1,1
182871,2018,3,"Projects",886230,295410,"Switzerland","Clinical Medicine",8,2.66666666666667,23,7.66666666666667,271,11.7826086956522
183841,2018,1.5013698630137,"Careers",76500,50953.4671532847,"United States of America","Basic Medical Sciences",2,1.33211678832117,2,1.33211678832117,47,23.5
180138,2018,4.41917808219178,"Careers",825480,186794.916305022,"Switzerland","Basic Medical Sciences",5,1.13143211407316,11,2.48915065096094,232,21.0909090909091
179423,2018,4.66575342465753,"Projects",1224000,262337.052260716,"Switzerland","Basic Medical Sciences",0,0,3,0.642982971227247,119,39.6666666666667
180702,2018,2.16712328767123,"Careers",114000,52604.2983565107,"United States of America","Basic Medical Sciences",0,0,1,0.461441213653604,12,12
182357,2018,4,"Projects",7e+05,175000,"Switzerland","Basic Medical Sciences",0,0,8,2,259,32.375
183427,2018,3.91506849315068,"Programmes",461266,117818.117564731,"Switzerland","Social Medicine",51,13.0265920223933,4,1.02169349195242,30,7.5
179362,2018,2,"Projects",350000,175000,"Switzerland","Clinical Medicine",5,2.5,13,6.5,345,26.5384615384615
181506,2018,2,"Careers",111600,55800,"United States of America","Clinical Medicine",12,6,14,7,117,8.35714285714286
179056,2018,2.25205479452055,"Careers",949673,421691.782238443,"Switzerland","Experimental Medicine",5,2.22019464720194,2,0.888077858880778,21,10.5
182628,2018,4,"Projects",968370,242092.5,"Switzerland","Preventive Medicine",36,9,21,5.25,84,4
182906,2018,0.246575342465753,"Science communication",10500,42583.3333333333,"Switzerland","Clinical Medicine",4,16.2222222222222,3,12.1666666666667,152,50.6666666666667
179344,2018,4,"Projects",7e+05,175000,"Switzerland","Basic Medical Sciences",7,1.75,12,3,300,25
179497,2018,4,"Projects",704459,176114.75,"Switzerland","Experimental Medicine",3,0.75,2,0.5,16,8
182523,2018,4,"Projects",1322080,330520,"Switzerland","Basic Medical Sciences",69,17.25,12,3,928,77.3333333333333
179399,2018,4,"Projects",533237,133309.25,"Switzerland","Basic Medical Sciences",2,0.5,3,0.75,88,29.3333333333333
176944,2018,4,"Careers",1474813,368703.25,"Switzerland","Clinical Medicine",9,2.25,9,2.25,63,7
179289,2018,4.25205479452055,"Projects",598355,140721.37564433,"Switzerland","Basic Medical Sciences",9,2.11662371134021,3,0.705541237113402,28,9.33333333333333
182594,2018,3.33698630136986,"Projects",525000,157327.586206897,"Switzerland","Clinical Medicine",1,0.299671592775041,4,1.19868637110017,11,2.75
180057,2018,3.41369863013699,"Careers",614332,179960.818619583,"Switzerland","Basic Medical Sciences",2,0.585874799357945,2,0.585874799357945,93,46.5
183958,2018,1.66575342465753,"Careers",83733,50267.34375,"France","Basic Medical Sciences",7,4.20230263157896,2,1.20065789473685,27,13.5
182753,2018,4,"Projects",904000,226000,"Switzerland","Clinical Medicine",1,0.25,10,2.5,109,10.9
182727,2018,4,"Projects",632000,158000,"Switzerland","Experimental Medicine",8,2,2,0.5,19,9.5
183925,2018,2,"Careers",171000,85500,"Australia","Experimental Medicine",4,2,3,1.5,317,105.666666666667
180022,2018,4,"Careers",326816,81704,"Switzerland","Clinical Medicine",25,6.25,3,0.75,11,3.66666666666667
182832,2018,3.83013698630137,"Projects",899922,234958.175965665,"Switzerland","Clinical Medicine",43,11.2267525035765,28,7.310443490701,912,32.5714285714286
182815,2018,3.08493150684932,"Projects",508500,164833.481349911,"Switzerland","Clinical Medicine",8,2.59325044404973,11,3.56571936056838,106,9.63636363636364
182735,2018,3,"Projects",525000,175000,"Switzerland","Experimental Medicine",28,9.33333333333333,21,7,892,42.4761904761905
180788,2018,2.16712328767123,"Careers",112200,51773.7041719343,"United States of America","Clinical Medicine",0,0,2,0.922882427307207,162,81
179500,2018,4.25205479452055,"Projects",639562,150412.454896907,"Switzerland","Preventive Medicine",2,0.470360824742268,3,0.705541237113402,5,1.66666666666667
179234,2018,4.25205479452055,"Projects",470912,110749.278350515,"Switzerland","Basic Medical Sciences",9,2.11662371134021,1,0.235180412371134,2,2
184273,2018,0.83013698630137,"Careers",39567,47663.2178217822,"France","Clinical Medicine",4,4.81848184818482,2,2.40924092409241,21,10.5
179448,2018,3.5041095890411,"Projects",365296,104247.881157154,"Switzerland","Basic Medical Sciences",6,1.71227521501173,10,2.85379202501954,78,7.8
182502,2018,2.58082191780822,"Projects",718000,278205.944798301,"Switzerland","Experimental Medicine",7,2.71231422505308,12,4.64968152866242,352,29.3333333333333
185113,2018,0.249315068493151,"Science communication",8850,35497.2527472527,"Switzerland","Clinical Medicine",2,8.02197802197801,1,4.01098901098901,10,10
176984,2018,4,"Careers",1531162,382790.5,"Switzerland","Clinical Medicine",8,2,11,2.75,192,17.4545454545455
184403,2018,1,"Careers",139950,139950,NA,"Basic Medical Sciences",3,3,3,3,231,77
183852,2018,2,"Careers",185200,92600,"United States of America","Experimental Medicine",0,0,3,1.5,107,35.6666666666667
182728,2018,4,"Projects",862778,215694.5,"Switzerland","Experimental Medicine",20,5,4,1,90,22.5
182332,2018,4,"Projects",496000,124000,"Switzerland","Basic Medical Sciences",19,4.75,6,1.5,1071,178.5
179165,2018,4.5013698630137,"Projects",7e+05,155508.216676811,"Switzerland","Experimental Medicine",15,3.3323189287888,6,1.33292757151552,74,12.3333333333333
181901,2018,1.5013698630137,"Careers",83600,55682.4817518248,"Australia","Preventive Medicine",6,3.9963503649635,1,0.666058394160583,15,15
183415,2018,1.58082191780822,"Programmes",194338,122934.783362218,NA,"Clinical Medicine",8,5.06065857885615,1,0.632582322357019,6,6
182583,2018,4,"Projects",904000,226000,"Switzerland","Experimental Medicine",0,0,5,1.25,60,12
182213,2018,3.74794520547945,"Projects",338126,90216.3669590643,"Switzerland","Clinical Medicine",5,1.33406432748538,2,0.533625730994152,1,0.5
179394,2018,4.67123287671233,"Projects",663406,142019.46627566,"Switzerland","Experimental Medicine",0,0,2,0.428152492668622,7,3.5
176966,2018,1.9972602739726,"Careers",790897,395990.953360768,"Switzerland","Basic Medical Sciences",2,1.00137174211248,11,5.50754458161866,1770,160.909090909091
179248,2018,4,"Projects",8e+05,2e+05,"Switzerland","Experimental Medicine",10,2.5,10,2.5,200,20
179324,2018,4.33698630136986,"Projects",572000,131888.818698673,"Switzerland","Experimental Medicine",15,3.45862286797221,5,1.15287428932407,201,40.2
176990,2018,0.997260273972603,"Careers",398643,399738.173076923,"Switzerland","Clinical Medicine",14,14.0384615384615,7,7.01923076923077,1063,151.857142857143
181568,2018,1.66849315068493,"Careers",89850,53850.9852216749,"United States of America","Basic Medical Sciences",5,2.99671592775041,1,0.599343185550083,2,2
179428,2018,3,"Projects",6e+05,2e+05,"Switzerland","Experimental Medicine",49,16.3333333333333,34,11.3333333333333,1897,55.7941176470588
182703,2018,4,"Projects",561018,140254.5,"Switzerland","Basic Medical Sciences",0,0,6,1.5,123,20.5
179158,2018,4.83287671232877,"Projects",671999,139047.412131519,"Switzerland","Social Medicine",42,8.69047619047619,17,3.51757369614512,695,40.8823529411765
185777,2018,2.5013698630137,"Programmes",289000,115536.692223439,"Switzerland","Preventive Medicine",0,0,2,0.799561883899233,38,19
184543,2018,1.4958904109589,"Careers",72400,48399.2673992674,"Austria","Preventive Medicine",7,4.67948717948719,2,1.33699633699634,19,9.5
180798,2018,2,"Careers",108000,54000,"United States of America","Basic Medical Sciences",0,0,1,0.5,135,135
179570,2018,3.5041095890411,"Projects",788712,225082.001563722,"Switzerland","Experimental Medicine",13,3.70992963252541,9,2.56841282251759,1068,118.666666666667
184081,2018,1.4958904109589,"Careers",108710,72672.4358974359,"United States of America","Experimental Medicine",4,2.67399267399268,7,4.67948717948719,538,76.8571428571429
186351,2018,0.501369863013699,"Science communication",18500,36898.9071038251,"Switzerland","Basic Medical Sciences",1,1.99453551912568,2,3.98907103825136,111,55.5
182492,2018,3.25205479452055,"Projects",447481,137599.465037911,"Switzerland","Experimental Medicine",3,0.922493681550126,1,0.307497893850042,7,7
186203,2018,0.501369863013699,"Careers",45203,90158.9890710382,"Switzerland","Clinical Medicine",14,27.9234972677595,5,9.97267759562841,26,5.2
179662,2018,0.997260273972603,"Careers",248267,248949.052197802,"Switzerland","Experimental Medicine",0,0,1,1.00274725274725,26,26
182526,2018,4,"Projects",716270,179067.5,"Switzerland","Experimental Medicine",0,0,3,0.75,141,47
179459,2018,2.5013698630137,"Projects",369402,147679.879518072,"Switzerland","Clinical Medicine",35,13.9923329682366,21,8.39539978094195,2125,101.190476190476
183942,2018,2.25205479452055,"Careers",113000,50176.399026764,"United States of America","Basic Medical Sciences",2,0.888077858880778,3,1.33211678832117,494,164.666666666667
180828,2018,2,"Careers",119800,59900,"Germany","Clinical Medicine",13,6.5,23,11.5,523,22.7391304347826
182404,2018,3.75342465753425,"Projects",487940,129998.613138686,"Switzerland","Preventive Medicine",16,4.26277372262773,1,0.266423357664233,1,1
179436,2018,4,"Projects",7e+05,175000,"Switzerland","Basic Medical Sciences",8,2,3,0.75,35,11.6666666666667
180227,2018,0.997260273972603,"Projects",76813,77024.0247252747,"Switzerland","Basic Medical Sciences",3,3.00824175824176,4,4.01098901098901,22,5.5
183859,2018,2.08493150684932,"Careers",145749,69905.8935611038,"Great Britain and Northern Ireland","Experimental Medicine",5,2.3981603153745,4,1.9185282522996,137,34.25
179565,2018,3.58630136986301,"Projects",471272,131408.922841864,"Switzerland","Basic Medical Sciences",0,0,2,0.557677616501146,11,5.5
182325,2018,4,"Projects",572000,143000,"Switzerland","Basic Medical Sciences",2,0.5,6,1.5,16,2.66666666666667
185519,2018,0.498630136986301,"Science communication",22200,44521.978021978,"Switzerland","Basic Medical Sciences",1,2.00549450549451,1,2.00549450549451,2,2
183952,2018,1.66575342465753,"Careers",90750,54479.8519736842,"Denmark","Basic Medical Sciences",6,3.60197368421054,4,2.40131578947369,40,10
179167,2018,3,"Projects",372000,124000,"Switzerland","Clinical Medicine",8,2.66666666666667,5,1.66666666666667,52,10.4
180608,2018,0.249315068493151,"Science communication",9400,37703.2967032967,"Switzerland","Experimental Medicine",2,8.02197802197801,11,44.1208791208791,1339,121.727272727273
183796,2018,0.158904109589041,"Science communication",4500,28318.9655172414,"Switzerland","Experimental Medicine",0,0,1,6.29310344827587,238,238
180759,2018,1.5013698630137,"Careers",76500,50953.4671532847,"United States of America","Basic Medical Sciences",0,0,2,1.33211678832117,86,43
180807,2018,1.4986301369863,"Careers",81000,54049.3601462523,"Australia","Experimental Medicine",4,2.6691042047532,7,4.6709323583181,247,35.2857142857143
179439,2018,2,"Projects",350000,175000,"Switzerland","Basic Medical Sciences",34,17,14,7,192,13.7142857142857
181318,2018,1.5041095890411,"Careers",141943,94370.1183970856,"Great Britain and Northern Ireland","Experimental Medicine",7,4.65391621129325,5,3.32422586520946,64,12.8
182374,2018,2.4958904109589,"Projects",294439,117969.522502744,"Switzerland","Clinical Medicine",1,0.400658616904501,3,1.2019758507135,20,6.66666666666667
179381,2018,4.33698630136986,"Projects",683932,157697.523689198,"Switzerland","Basic Medical Sciences",8,1.84459886291851,5,1.15287428932407,15,3
179377,2018,4,"Projects",8e+05,2e+05,"Switzerland","Basic Medical Sciences",1,0.25,7,1.75,94,13.4285714285714
183377,2018,1,"Infrastructure",204170,204170,"Switzerland","Experimental Medicine",4,4,6,6,99,16.5
182719,2018,4,"Projects",632000,158000,"Switzerland","Clinical Medicine",0,0,17,4.25,100,5.88235294117647
176985,2018,4,"Careers",1583722,395930.5,"Switzerland","Clinical Medicine",66,16.5,33,8.25,1117,33.8484848484849
182010,2018,4,"Projects",1344000,336000,"Switzerland","Basic Medical Sciences",8,2,13,3.25,318,24.4615384615385
181896,2018,2.41917808219178,"Careers",88280,36491.7327293318,"United States of America","Basic Medical Sciences",4,1.65345413363533,3,1.2400906002265,14,4.66666666666667
183904,2018,1.66575342465753,"Careers",85500,51328.125,"United States of America","Basic Medical Sciences",2,1.20065789473685,1,0.600328947368423,21,21
179238,2018,0.997260273972603,"Projects",127659,128009.711538462,"Switzerland","Experimental Medicine",0,0,1,1.00274725274725,6,6
183724,2018,2.5041095890411,"Careers",828871,331004.283369803,"Switzerland","Experimental Medicine",4,1.59737417943107,3,1.1980306345733,56,18.6666666666667
179072,2018,2,"Careers",8e+05,4e+05,"Switzerland","Experimental Medicine",5,2.5,3,1.5,22,7.33333333333333
181643,2018,0.997260273972603,"Careers",47200,47329.6703296703,"United States of America","Preventive Medicine",6,6.01648351648351,11,11.0302197802198,208,18.9090909090909
181036,2018,0.997260273972603,"Careers",389854,390925.027472527,"Switzerland","Basic Medical Sciences",10,10.0274725274725,3,3.00824175824176,62,20.6666666666667
176968,2018,0.997260273972603,"Careers",405281,406394.409340659,"Switzerland","Basic Medical Sciences",9,9.02472527472527,1,1.00274725274725,36,36
179239,2018,4,"Projects",6e+05,150000,"Germany","Experimental Medicine",12,3,4,1,226,56.5
176974,2018,4.5041095890411,"Careers",1580545,350911.75486618,"Switzerland","Experimental Medicine",10,2.22019464720194,10,2.22019464720194,233,23.3
181315,2018,0.997260273972603,"Careers",63100,63273.3516483517,"United States of America","Basic Medical Sciences",4,4.01098901098901,2,2.00549450549451,1,0.5
182490,2018,4,"Projects",657472,164368,"Switzerland","Clinical Medicine",14,3.5,9,2.25,8,0.888888888888889
179919,2018,4,"Careers",928159,232039.75,"Switzerland","Preventive Medicine",16,4,27,6.75,171,6.33333333333333
182885,2018,0.246575342465753,"Science communication",8200,33255.5555555556,"Switzerland","Clinical Medicine",0,0,1,4.05555555555556,140,140
179334,2018,3,"Projects",555750,185250,"Switzerland","Clinical Medicine",18,6,40,13.3333333333333,484,12.1
180472,2018,0.997260273972603,"Careers",248851,249534.656593407,"Switzerland","Experimental Medicine",1,1.00274725274725,1,1.00274725274725,11,11
183910,2018,1.66301369863014,"Careers",85000,51112.0263591433,"United States of America","Experimental Medicine",1,0.601317957166391,2,1.20263591433278,116,58
179191,2018,4,"Projects",632000,158000,"Switzerland","Basic Medical Sciences",8,2,1,0.25,1,1
184425,2018,1.67123287671233,"Careers",140150,83860.2459016393,"Germany","Basic Medical Sciences",1,0.598360655737704,2,1.19672131147541,31,15.5
184037,2018,1.4958904109589,"Careers",82200,54950.5494505494,"United States of America","Clinical Medicine",20,13.3699633699634,7,4.67948717948719,66,9.42857142857143
182690,2018,4.33698630136986,"Projects",632000,145723.310170562,"Switzerland","Experimental Medicine",27,6.22552116234997,25,5.76437144662034,138,5.52
179471,2018,4.16712328767123,"Projects",563270,135169.986850756,"Switzerland","Basic Medical Sciences",2,0.479947403024326,11,2.6397107166338,37,3.36363636363636
179444,2018,4.5041095890411,"Projects",670743,148918.001824818,"Switzerland","Clinical Medicine",0,0,5,1.11009732360097,64,12.8
181378,2018,1.66301369863014,"Careers",105650,63529.2421746293,"United States of America","Experimental Medicine",3,1.80395387149917,2,1.20263591433278,49,24.5
181341,2018,0.493150684931507,"Careers",22860,46355,"Great Britain and Northern Ireland","Basic Medical Sciences",5,10.1388888888889,1,2.02777777777778,4,4
179507,2018,4,"Projects",287696,71924,"Switzerland","Clinical Medicine",0,0,1,0.25,18,18
180773,2018,1.67123287671233,"Careers",120750,72252.0491803279,"United States of America","Clinical Medicine",1,0.598360655737704,3,1.79508196721311,48,16
179040,2018,4,"Projects",1224000,306000,"Switzerland","Experimental Medicine",3,0.75,20,5,309,15.45
179163,2018,4.75342465753425,"Projects",904000,190178.674351585,"Switzerland","Basic Medical Sciences",1,0.210374639769452,6,1.26224783861671,150,25
179265,2018,4,"Projects",572000,143000,"Switzerland","Experimental Medicine",0,0,3,0.75,37,12.3333333333333
182656,2018,4.24657534246575,"Projects",863800,203410.967741935,"Switzerland","Basic Medical Sciences",34,8.00645161290323,3,0.706451612903226,18,6
176972,2018,2,"Careers",731268,365634,"Switzerland","Clinical Medicine",8,4,38,19,1917,50.4473684210526
182681,2018,3,"Projects",383182,127727.333333333,"Switzerland","Social Medicine",8,2.66666666666667,2,0.666666666666667,7,3.5
181917,2018,1.4986301369863,"Careers",77700,51847.3491773309,"United States of America","Clinical Medicine",8,5.3382084095064,7,4.6709323583181,79,11.2857142857143
179347,2018,4,"Projects",414009,103502.25,"Switzerland","Experimental Medicine",3,0.75,20,5,583,29.15
179369,2018,3.25205479452055,"Projects",194942,59944.2544229149,"Switzerland","Preventive Medicine",1,0.307497893850042,1,0.307497893850042,2,2
182003,2018,2.25205479452055,"Projects",700300,310960.462287105,"Switzerland","Experimental Medicine",2,0.888077858880778,20,8.88077858880778,212,10.6
185419,2018,2.83287671232877,"Infrastructure",233000,82248.5493230174,"Switzerland","Preventive Medicine",2,0.705996131528046,1,0.352998065764023,1,1
183884,2018,0.997260273972603,"Careers",67550,67735.5769230769,"Sweden","Clinical Medicine",3,3.00824175824176,3,3.00824175824176,116,38.6666666666667
183877,2018,1.66575342465753,"Careers",86500,51928.4539473684,"United States of America","Social Medicine",1,0.600328947368423,2,1.20065789473685,3,1.5
181286,2018,1.5013698630137,"Careers",123500,82258.2116788321,"United States of America","Experimental Medicine",1,0.666058394160583,6,3.9963503649635,247,41.1666666666667
182827,2018,3,"Projects",768723,256241,"Switzerland","Experimental Medicine",3,1,18,6,1411,78.3888888888889
179929,2018,4,"Careers",963009,240752.25,"Switzerland","Basic Medical Sciences",12,3,11,2.75,421,38.2727272727273
182528,2018,4,"Projects",7e+05,175000,"Switzerland","Basic Medical Sciences",16,4,6,1.5,58,9.66666666666667
183434,2018,3,"Programmes",334211,111403.666666667,"Switzerland","Social Medicine",7,2.33333333333333,9,3,112,12.4444444444444
184211,2018,1.66301369863014,"Careers",81600,49067.5453047776,"Canada","Clinical Medicine",1,0.601317957166391,2,1.20263591433278,55,27.5
180814,2018,1.5013698630137,"Careers",74250,49454.8357664234,"United States of America","Experimental Medicine",6,3.9963503649635,1,0.666058394160583,20,20
182382,2018,3.75068493150685,"Projects",525000,139974.433893353,"Switzerland","Clinical Medicine",1,0.266617969320672,12,3.19941563184806,112,9.33333333333333
179382,2018,4,"Projects",286000,71500,"Germany","Basic Medical Sciences",4,1,4,1,72,18
