"GrantNumber","CallDecisionYear","GrantDurationYears","FundingInstrumentLevel1","AmountGrantedAllSets","AmountPerYear","InstituteCountry","MainDiscipline_Level2","NrTotalUncitableOutputs","NrTotalUncitableOutputsPerYear","NrCitablePublications","NrCitablePublicationsPerYear","NrCitationsTotal","NrCitationsPerPublication"
157139,2014,3,"Projects",625000,208333.333333333,"Switzerland","Clinical Medicine",30,10,7,2.33333333333333,50,7.14285714285714
156375,2014,3.66575342465753,"Projects",625000,170497.010463378,"Switzerland","Basic Medical Sciences",13,3.54633781763827,14,3.81913303437968,226,16.1428571428571
158804,2014,1.5013698630137,"Careers",74600,49687.9562043796,"Great Britain and Northern Ireland","Experimental Medicine",3,1.99817518248175,3,1.99817518248175,86,28.6666666666667
153449,2014,5,"Projects",429000,85800,"Switzerland","Basic Medical Sciences",9,1.8,12,2.4,857,71.4166666666667
153273,2014,3.4986301369863,"Projects",418428,119597.666405638,"Switzerland","Clinical Medicine",19,5.43069694596711,6,1.7149569303054,50,8.33333333333333
158439,2014,2.5041095890411,"Careers",161879,64645.3336980306,"Switzerland","Basic Medical Sciences",7,2.79540481400437,3,1.1980306345733,99,33
153346,2014,3.25205479452055,"Projects",291000,89481.8871103623,"Switzerland","Experimental Medicine",0,0,1,0.307497893850042,28,28
152473,2014,4,"Programmes",100325,25081.25,"Switzerland","Basic Medical Sciences",1,0.25,2,0.5,28,14
153468,2014,3.08219178082192,"Projects",464288,150635.662222222,"Switzerland","Basic Medical Sciences",34,11.0311111111111,13,4.21777777777777,662,50.9230769230769
156407,2014,3.5041095890411,"Projects",550000,156958.561376075,"Switzerland","Experimental Medicine",7,1.99765441751368,3,0.856137607505863,370,123.333333333333
152928,2014,2,"Careers",791676,395838,"Switzerland","Experimental Medicine",3,1.5,9,4.5,837,93
154455,2014,3,"Programmes",1632072,544024,"Switzerland","Basic Medical Sciences",0,0,4,1.33333333333333,57,14.25
152875,2014,3.4958904109589,"Projects",458023,131017.550940439,"Switzerland","Clinical Medicine",5,1.43025078369906,5,1.43025078369906,117,23.4
154641,2014,2,"Careers",127419,63709.5,"United States of America","Basic Medical Sciences",0,0,2,1,369,184.5
154635,2014,1.58082191780822,"Careers",102000,64523.3968804159,"Sweden","Basic Medical Sciences",6,3.79549393414211,3,1.89774696707106,651,217
152803,2014,3.5041095890411,"Projects",449433,128258.831118061,"Switzerland","Preventive Medicine",17,4.85144644253322,7,1.99765441751368,71,10.1428571428571
152978,2014,0.997260273972603,"Careers",405772,406886.758241758,"Switzerland","Basic Medical Sciences",1,1.00274725274725,3,3.00824175824176,42,14
158649,2014,1.5041095890411,"Careers",106698,70937.650273224,"United States of America","Experimental Medicine",0,0,4,2.65938069216757,509,127.25
153201,2014,3,"Projects",372000,124000,"Switzerland","Experimental Medicine",9,3,6,2,73,12.1666666666667
150714,2014,4,"Careers",1489124,372281,"Switzerland","Experimental Medicine",43,10.75,13,3.25,2530,194.615384615385
156982,2014,1,"Projects",128397,128397,"Switzerland","Clinical Medicine",11,11,7,7,112,16
156193,2014,3,"Projects",499000,166333.333333333,"Switzerland","Experimental Medicine",23,7.66666666666667,9,3,83,9.22222222222222
156773,2014,3.5013698630137,"Programmes",249939,71383.2042253521,"Switzerland","Clinical Medicine",8,2.2848200312989,4,1.14241001564945,47,11.75
152578,2014,3.5041095890411,"Programmes",105000,29964.8162627052,"Switzerland","Experimental Medicine",10,2.85379202501954,42,11.9859265050821,6194,147.47619047619
152912,2014,3,"Projects",525000,175000,"Switzerland","Experimental Medicine",2,0.666666666666667,6,2,130,21.6666666666667
153377,2014,3,"Projects",373414,124471.333333333,"Switzerland","Preventive Medicine",84,28,21,7,573,27.2857142857143
156022,2014,3,"Projects",472500,157500,"Switzerland","Experimental Medicine",34,11.3333333333333,17,5.66666666666667,2387,140.411764705882
155952,2014,3.4958904109589,"Projects",550000,157327.586206897,"Switzerland","Basic Medical Sciences",2,0.572100313479625,12,3.43260188087775,510,42.5
152880,2014,3.4958904109589,"Projects",418054,119584.412225705,"Switzerland","Social Medicine",5,1.43025078369906,3,0.858150470219437,104,34.6666666666667
152876,2014,3,"Projects",387016,129005.333333333,"Switzerland","Experimental Medicine",26,8.66666666666667,2,0.666666666666667,64,32
156907,2014,3,"Projects",454000,151333.333333333,"Switzerland","Preventive Medicine",18,6,20,6.66666666666667,973,48.65
154730,2014,3,"Careers",603960,201320,"Switzerland","Clinical Medicine",14,4.66666666666667,12,4,220,18.3333333333333
158511,2014,1.4958904109589,"Careers",101910,68126.6483516483,"Switzerland","Basic Medical Sciences",15,10.0274725274726,1,0.66849816849817,6,6
154453,2014,3.4958904109589,"Programmes",1505319,430596.735893417,"Switzerland","Basic Medical Sciences",1,0.286050156739812,5,1.43025078369906,333,66.6
155576,2014,1.4958904109589,"Careers",90850,60733.0586080586,"Sweden","Basic Medical Sciences",0,0,4,2.67399267399268,173,43.25
155184,2014,1.4958904109589,"Careers",90700,60632.7838827839,"Great Britain and Northern Ireland","Basic Medical Sciences",11,7.35347985347987,5,3.34249084249085,334,66.8
156460,2014,3.83013698630137,"Projects",392530,102484.585121602,"Switzerland","Basic Medical Sciences",7,1.82761087267525,4,1.04434907010014,148,37
156800,2014,4,"Programmes",249140,62285,"Switzerland","Basic Medical Sciences",17,4.25,5,1.25,308,61.6
156863,2014,3,"Projects",625000,208333.333333333,"Switzerland","Basic Medical Sciences",3,1,13,4.33333333333333,545,41.9230769230769
158124,2014,3,"Careers",180000,60000,NA,"Experimental Medicine",11,3.66666666666667,2,0.666666666666667,75,37.5
156937,2014,3.74794520547945,"Projects",653881,174463.863304094,"Switzerland","Clinical Medicine",2,0.533625730994152,12,3.20175438596491,135,11.25
158917,2014,1.4986301369863,"Careers",98983,66048.9853747715,"United States of America","Basic Medical Sciences",1,0.6672760511883,1,0.6672760511883,16,16
153001,2014,3,"Projects",474000,158000,"Switzerland","Basic Medical Sciences",0,0,19,6.33333333333333,314,16.5263157894737
158691,2014,1.5013698630137,"Careers",76600,51020.0729927007,"Great Britain and Northern Ireland","Basic Medical Sciences",15,9.99087591240875,1,0.666058394160583,51,51
156934,2014,3,"Projects",694345,231448.333333333,"Switzerland","Basic Medical Sciences",18,6,2,0.666666666666667,74,37
157530,2014,1.83013698630137,"Careers",398077,217512.133233533,"Switzerland","Clinical Medicine",35,19.124251497006,34,18.5778443113772,911,26.7941176470588
153456,2014,3.5013698630137,"Projects",678000,193638.497652582,"Switzerland","Experimental Medicine",2,0.571205007824726,14,3.99843505477308,550,39.2857142857143
153378,2014,5.0027397260274,"Projects",474000,94748.0832420591,"Switzerland","Clinical Medicine",39,7.79572836801752,20,3.99780941949616,878,43.9
157748,2014,2,"Infrastructure",182130,91065,"Switzerland","Clinical Medicine",2,1,1,0.5,29,29
155260,2014,1.5013698630137,"Careers",86083,57336.3047445255,"United States of America","Basic Medical Sciences",1,0.666058394160583,1,0.666058394160583,20,20
156952,2014,3,"Projects",499000,166333.333333333,"Switzerland","Basic Medical Sciences",27,9,9,3,289,32.1111111111111
153206,2014,2,"Projects",186000,93000,"Switzerland","Experimental Medicine",1,0.5,1,0.5,2,2
156829,2014,3,"Projects",397000,132333.333333333,"Switzerland","Clinical Medicine",7,2.33333333333333,2,0.666666666666667,15,7.5
154714,2014,4.08493150684932,"Careers",6e+05,146881.287726358,"Switzerland","Clinical Medicine",34,8.32327297116029,16,3.91683433936955,202,12.625
153412,2014,3.5041095890411,"Projects",152981,43657.5957779515,"Switzerland","Clinical Medicine",7,1.99765441751368,7,1.99765441751368,395,56.4285714285714
154777,2014,3,"Careers",599156,199718.666666667,"Switzerland","Experimental Medicine",20,6.66666666666667,5,1.66666666666667,179,35.8
156469,2014,3,"Projects",499000,166333.333333333,"Switzerland","Experimental Medicine",53,17.6666666666667,26,8.66666666666667,1322,50.8461538461538
152663,2014,3,"Projects",678000,226000,"Switzerland","Basic Medical Sciences",10,3.33333333333333,17,5.66666666666667,578,34
153491,2014,4,"Projects",469605,117401.25,"Switzerland","Experimental Medicine",19,4.75,9,2.25,147,16.3333333333333
153419,2014,3,"Projects",474000,158000,"Switzerland","Basic Medical Sciences",13,4.33333333333333,9,3,523,58.1111111111111
156234,2014,3,"Projects",6e+05,2e+05,"Switzerland","Experimental Medicine",16,5.33333333333333,2,0.666666666666667,42,21
153457,2014,3,"Projects",474000,158000,"Switzerland","Experimental Medicine",16,5.33333333333333,10,3.33333333333333,329,32.9
155345,2014,0.997260273972603,"Careers",51870,52012.5,NA,"Basic Medical Sciences",3,3.00824175824176,3,3.00824175824176,157,52.3333333333333
153213,2014,3.4986301369863,"Projects",219000,62595.9279561472,"Switzerland","Experimental Medicine",0,0,1,0.285826155050901,39,39
153257,2014,4,"Projects",291000,72750,"Switzerland","Basic Medical Sciences",0,0,5,1.25,70,14
152689,2014,4.41369863013699,"Projects",429000,97197.3929236499,"Switzerland","Clinical Medicine",19,4.30477963997517,15,3.39851024208566,315,21
155950,2014,3,"Projects",334500,111500,"Switzerland","Clinical Medicine",8,2.66666666666667,9,3,385,42.7777777777778
154508,2014,1.4958904109589,"Careers",241491,161436.291208791,"Switzerland","Clinical Medicine",1,0.66849816849817,7,4.67948717948719,316,45.1428571428571
154719,2014,3,"Careers",586836,195612,"Switzerland","Basic Medical Sciences",8,2.66666666666667,8,2.66666666666667,951,118.875
156511,2014,3,"Projects",263604,87868,"Switzerland","Clinical Medicine",13,4.33333333333333,2,0.666666666666667,1038,519
159083,2014,1.4958904109589,"Careers",74850,50037.0879120879,"United States of America","Experimental Medicine",1,0.66849816849817,2,1.33699633699634,570,285
156173,2014,3,"Projects",306918,102306,"Switzerland","Experimental Medicine",10,3.33333333333333,4,1.33333333333333,375,93.75
154499,2014,3.08219178082192,"Programmes",1685868,546970.506666667,"Switzerland","Experimental Medicine",3,0.973333333333333,7,2.27111111111111,68,9.71428571428571
156803,2014,3.33424657534247,"Projects",419100,125695.562859491,"Switzerland","Experimental Medicine",7,2.09942481511914,9,2.69926047658176,336,37.3333333333333
152901,2014,3,"Projects",474000,158000,"Switzerland","Experimental Medicine",9,3,3,1,97,32.3333333333333
152361,2014,3,"Programmes",239400,79800,"Switzerland","Experimental Medicine",16,5.33333333333333,3,1,37,12.3333333333333
159068,2014,1.5013698630137,"Careers",74600,49687.9562043796,"Great Britain and Northern Ireland","Basic Medical Sciences",2,1.33211678832117,1,0.666058394160583,132,132
157527,2014,2,"Careers",681842,340921,"Switzerland","Experimental Medicine",7,3.5,3,1.5,66,22
153147,2014,3.41917808219178,"Projects",6e+05,175480.769230769,"Switzerland","Basic Medical Sciences",7,2.04727564102564,2,0.584935897435898,59,29.5
156471,2014,2.41917808219178,"Projects",161920,66931.8233295583,"Switzerland","Clinical Medicine",7,2.89354473386184,4,1.65345413363533,125,31.25
156805,2014,3,"Projects",454000,151333.333333333,"Switzerland","Basic Medical Sciences",0,0,5,1.66666666666667,767,153.4
155395,2014,2,"Careers",148007,74003.5,NA,"Preventive Medicine",1,0.5,2,1,123,61.5
153442,2014,3.58630136986301,"Projects",526000,146669.213139801,"Switzerland","Preventive Medicine",5,1.39419404125287,1,0.278838808250573,1,1
153389,2014,3.24931506849315,"Projects",334800,103037.099494098,"Switzerland","Clinical Medicine",37,11.3870151770658,12,3.69308600337268,238,19.8333333333333
156965,2014,3.83287671232877,"Projects",398016,103842.630450322,"Switzerland","Basic Medical Sciences",1,0.260900643316655,12,3.13080771979985,534,44.5
153342,2014,3,"Projects",426340,142113.333333333,"Switzerland","Experimental Medicine",8,2.66666666666667,15,5,265,17.6666666666667
156449,2014,4,"Projects",312568,78142,"Switzerland","Experimental Medicine",2,0.5,1,0.25,8,8
156393,2014,3,"Projects",799836,266612,"Switzerland","Basic Medical Sciences",29,9.66666666666667,15,5,885,59
154420,2014,4,"Programmes",1400000,350000,"Switzerland","Basic Medical Sciences",0,0,3,0.75,2,0.666666666666667
158576,2014,1.5041095890411,"Careers",85450,56811.0200364299,"Canada","Basic Medical Sciences",3,1.99453551912568,3,1.99453551912568,31,10.3333333333333
156823,2014,3,"Projects",679198,226399.333333333,"Switzerland","Experimental Medicine",19,6.33333333333333,108,36,9813,90.8611111111111
158118,2014,3,"Careers",180000,60000,NA,"Basic Medical Sciences",15,5,2,0.666666666666667,65,32.5
155318,2014,2,"Careers",117700,58850,NA,"Clinical Medicine",4,2,15,7.5,698,46.5333333333333
153164,2014,3,"Projects",392110,130703.333333333,"Switzerland","Experimental Medicine",4,1.33333333333333,6,2,268,44.6666666666667
154733,2014,3,"Careers",618171,206057,"Switzerland","Clinical Medicine",6,2,6,2,169,28.1666666666667
152829,2014,3,"Projects",372000,124000,"Switzerland","Experimental Medicine",8,2.66666666666667,9,3,298,33.1111111111111
152856,2014,3.5013698630137,"Projects",446504,127522.660406886,"Switzerland","Clinical Medicine",59,16.8505477308294,28,7.99687010954616,3115,111.25
153410,2014,3,"Projects",6e+05,2e+05,"Switzerland","Basic Medical Sciences",15,5,8,2.66666666666667,558,69.75
158123,2014,3,"Careers",180000,60000,NA,"Basic Medical Sciences",10,3.33333333333333,11,3.66666666666667,400,36.3636363636364
158364,2014,2,"Careers",214426,107213,"Switzerland","Experimental Medicine",5,2.5,5,2.5,688,137.6
156806,2014,3,"Projects",454000,151333.333333333,"Switzerland","Experimental Medicine",9,3,13,4.33333333333333,277,21.3076923076923
153436,2014,3,"Projects",6e+05,2e+05,"Switzerland","Experimental Medicine",17,5.66666666666667,4,1.33333333333333,265,66.25
154488,2014,3,"Programmes",2044340,681446.666666667,"Switzerland","Experimental Medicine",91,30.3333333333333,12,4,1069,89.0833333333333
152680,2014,3,"Projects",376776,125592,"Switzerland","Experimental Medicine",19,6.33333333333333,10,3.33333333333333,2008,200.8
156876,2014,2,"Projects",235388,117694,"Switzerland","Experimental Medicine",5,2.5,1,0.5,51,51
157230,2014,4,"Programmes",249422,62355.5,"Switzerland","Experimental Medicine",2,0.5,3,0.75,10,3.33333333333333
156854,2014,3,"Projects",409451,136483.666666667,"Switzerland","Basic Medical Sciences",1,0.333333333333333,8,2.66666666666667,177,22.125
156579,2014,4,"Projects",550000,137500,"Switzerland","Basic Medical Sciences",3,0.75,2,0.5,19,9.5
152872,2014,3.4958904109589,"Projects",510890,146140.164576803,"Switzerland","Experimental Medicine",34,9.72570532915362,8,2.2884012539185,646,80.75
157702,2014,0.997260273972603,"Infrastructure",120433,120763.85989011,"Switzerland","Experimental Medicine",2,2.00549450549451,7,7.01923076923077,602,86
152951,2014,2,"Careers",749177,374588.5,"Switzerland","Experimental Medicine",5,2.5,13,6.5,870,66.9230769230769
155524,2014,0.997260273972603,"Careers",44975,45098.5576923077,"South Africa","Experimental Medicine",1,1.00274725274725,1,1.00274725274725,3,3
156648,2014,3.41369863013699,"Projects",454000,132993.579454254,"Switzerland","Basic Medical Sciences",13,3.80818619582664,6,1.75762439807383,37,6.16666666666667
155897,2014,3,"Projects",550000,183333.333333333,"Switzerland","Experimental Medicine",2,0.666666666666667,13,4.33333333333333,287,22.0769230769231
156924,2014,3,"Projects",6e+05,2e+05,"Switzerland","Experimental Medicine",20,6.66666666666667,13,4.33333333333333,1947,149.769230769231
152870,2014,3.5041095890411,"Projects",525000,149824.081313526,"Switzerland","Basic Medical Sciences",10,2.85379202501954,10,2.85379202501954,350,35
155048,2014,1.5013698630137,"Careers",59638,39722.3905109489,"Canada","Basic Medical Sciences",3,1.99817518248175,6,3.9963503649635,338,56.3333333333333
156791,2014,4,"Projects",599508,149877,"Switzerland","Basic Medical Sciences",7,1.75,7,1.75,1731,247.285714285714
156882,2014,4.75342465753425,"Projects",6e+05,126224.783861671,"Switzerland","Clinical Medicine",48,10.0979827089337,5,1.05187319884726,68,13.6
152895,2014,3.33698630136986,"Projects",286000,85706.0755336617,"Switzerland","Basic Medical Sciences",1,0.299671592775041,5,1.49835796387521,57,11.4
158656,2014,1.5013698630137,"Careers",101886,67862.0255474453,"United States of America","Experimental Medicine",5,3.33029197080292,20,13.3211678832117,1303,65.15
158984,2014,0.750684931506849,"Careers",37450,49887.7737226277,"United States of America","Basic Medical Sciences",0,0,2,2.66423357664234,10,5
153071,2014,3.5041095890411,"Projects",429000,122427.677873339,"Switzerland","Basic Medical Sciences",12,3.42455043002345,4,1.14151681000782,35,8.75
155984,2014,5.0027397260274,"Programmes",1500000,299835.706462212,NA,"Experimental Medicine",35,6.99616648411829,4,0.799561883899233,1317,329.25
153352,2014,3.16712328767123,"Projects",362233,114372.876297578,"Switzerland","Experimental Medicine",2,0.631487889273357,2,0.631487889273357,12,6
153059,2014,3.5013698630137,"Projects",678000,193638.497652582,"Switzerland","Experimental Medicine",2,0.571205007824726,13,3.71283255086072,902,69.3846153846154
150645,2014,4,"Careers",1574649,393662.25,"Switzerland","Experimental Medicine",13,3.25,1,0.25,243,243
153158,2014,3,"Projects",350000,116666.666666667,"Switzerland","Clinical Medicine",11,3.66666666666667,3,1,112,37.3333333333333
155086,2014,1.4986301369863,"Careers",124350,82975.7769652651,"Great Britain and Northern Ireland","Preventive Medicine",14,9.34186471663621,4,2.6691042047532,449,112.25
156156,2014,4,"Projects",454000,113500,"Switzerland","Basic Medical Sciences",57,14.25,24,6,1407,58.625
156270,2014,4,"Projects",401436,100359,"Switzerland","Basic Medical Sciences",0,0,9,2.25,289,32.1111111111111
155957,2014,3.58630136986301,"Projects",499000,139140.565317036,"Switzerland","Clinical Medicine",7,1.95187165775401,8,2.23071046600459,479,59.875
155315,2014,2,"Careers",129440,64720,NA,"Basic Medical Sciences",8,4,8,4,450,56.25
153380,2014,3,"Projects",650802,216934,"Switzerland","Experimental Medicine",1,0.333333333333333,5,1.66666666666667,133,26.6
158728,2014,1.5041095890411,"Careers",91890,61092.6229508197,"Canada","Preventive Medicine",5,3.32422586520946,4,2.65938069216757,140,35
156935,2014,3,"Projects",550000,183333.333333333,"Switzerland","Basic Medical Sciences",18,6,12,4,222,18.5
153074,2014,3,"Projects",756000,252000,"Switzerland","Basic Medical Sciences",1,0.333333333333333,13,4.33333333333333,1178,90.6153846153846
156161,2014,3.74794520547945,"Projects",379299,101201.853070175,"Switzerland","Experimental Medicine",13,3.46856725146199,10,2.66812865497076,319,31.9
156976,2014,3.4958904109589,"Projects",690785,197599.157523511,"Switzerland","Basic Medical Sciences",5,1.43025078369906,8,2.2884012539185,186,23.25
158868,2014,0.997260273972603,"Careers",47600,47730.7692307692,"Netherlands","Basic Medical Sciences",3,3.00824175824176,3,3.00824175824176,191,63.6666666666667
155326,2014,0.997260273972603,"Careers",70180,70372.8021978022,NA,"Basic Medical Sciences",0,0,1,1.00274725274725,427,427
156646,2014,3.4986301369863,"Projects",219000,62595.9279561472,"Switzerland","Basic Medical Sciences",4,1.1433046202036,8,2.28660924040721,130,16.25
152274,2014,3.58630136986301,"Programmes",196400,54763.9419404125,"Switzerland","Social Medicine",10,2.78838808250573,7,1.95187165775401,82,11.7142857142857
152639,2014,3,"Projects",396260,132086.666666667,"Switzerland","Clinical Medicine",25,8.33333333333333,26,8.66666666666667,922,35.4615384615385
153336,2014,2,"Projects",258376,129188,"Switzerland","Clinical Medicine",3,1.5,3,1.5,8,2.66666666666667
156291,2014,3.32876712328767,"Projects",402785,121001.255144033,"Switzerland","Clinical Medicine",3,0.901234567901235,7,2.10288065843621,171,24.4285714285714
158119,2014,3,"Careers",180000,60000,NA,"Experimental Medicine",9,3,1,0.333333333333333,14,14
156713,2014,3,"Projects",397000,132333.333333333,"Switzerland","Basic Medical Sciences",7,2.33333333333333,6,2,178,29.6666666666667
154490,2014,4,"Programmes",1783184,445796,"Switzerland","Clinical Medicine",76,19,13,3.25,502,38.6153846153846
155585,2014,1.5013698630137,"Careers",98450,65573.4489051095,"Great Britain and Northern Ireland","Experimental Medicine",4,2.66423357664233,1,0.666058394160583,191,191
152614,2014,3.08219178082192,"Projects",525000,170333.333333333,"Switzerland","Basic Medical Sciences",31,10.0577777777778,30,9.73333333333333,1448,48.2666666666667
156902,2014,4,"Projects",469196,117299,"Switzerland","Preventive Medicine",2,0.5,2,0.5,6,3
156933,2014,3,"Projects",499000,166333.333333333,"Switzerland","Experimental Medicine",9,3,6,2,142,23.6666666666667
155898,2014,3,"Projects",316000,105333.333333333,"Switzerland","Basic Medical Sciences",59,19.6666666666667,7,2.33333333333333,357,51
153349,2014,3,"Projects",429000,143000,"Switzerland","Basic Medical Sciences",10,3.33333333333333,16,5.33333333333333,551,34.4375
154765,2014,3,"Careers",562146,187382,"Switzerland","Basic Medical Sciences",14,4.66666666666667,3,1,420,140
155795,2014,5,"Programmes",1498080,299616,NA,"Basic Medical Sciences",1,0.2,3,0.6,631,210.333333333333
150531,2014,4,"Careers",1196640,299160,"Switzerland","Clinical Medicine",70,17.5,16,4,454,28.375
156032,2014,3,"Projects",195798,65266,"Switzerland","Preventive Medicine",3,1,5,1.66666666666667,22,4.4
153396,2014,3.5013698630137,"Projects",372770,106464.045383412,"Switzerland","Clinical Medicine",17,4.85524256651017,2,0.571205007824726,106,53
158125,2014,2.16712328767123,"Careers",135000,62294.5638432364,NA,"Basic Medical Sciences",7,3.23008849557523,4,1.84576485461441,118,29.5
156943,2014,3,"Projects",550000,183333.333333333,"Switzerland","Basic Medical Sciences",24,8,16,5.33333333333333,1087,67.9375
156813,2014,3.4958904109589,"Projects",454000,129866.771159875,"Switzerland","Clinical Medicine",12,3.43260188087775,13,3.71865203761756,250,19.2307692307692
152616,2014,2.75342465753425,"Programmes",89900,32650.2487562189,"Switzerland","Social Medicine",3,1.08955223880597,3,1.08955223880597,1,0.333333333333333
156029,2014,3,"Projects",403439,134479.666666667,"Switzerland","Clinical Medicine",11,3.66666666666667,6,2,380,63.3333333333333
152674,2014,3,"Projects",511318,170439.333333333,"Switzerland","Experimental Medicine",0,0,6,2,196,32.6666666666667
158128,2014,3,"Careers",180000,60000,NA,"Basic Medical Sciences",8,2.66666666666667,3,1,99,33
155328,2014,2,"Careers",155900,77950,NA,"Experimental Medicine",2,1,1,0.5,28,28
152851,2014,3,"Projects",593808,197936,"Switzerland","Experimental Medicine",6,2,2,0.666666666666667,120,60
155954,2014,4,"Projects",396984,99246,"Switzerland","Clinical Medicine",3,0.75,6,1.5,140,23.3333333333333
158117,2014,3,"Careers",180000,60000,NA,"Experimental Medicine",14,4.66666666666667,1,0.333333333333333,29,29
158521,2014,2,"Careers",159881,79940.5,"Switzerland","Basic Medical Sciences",4,2,2,1,27,13.5
156923,2014,3,"Projects",499000,166333.333333333,"Switzerland","Experimental Medicine",2,0.666666666666667,7,2.33333333333333,312,44.5714285714286
156269,2014,3,"Projects",565436,188478.666666667,"Switzerland","Experimental Medicine",19,6.33333333333333,5,1.66666666666667,295,59
156466,2014,4.24931506849315,"Projects",178345,41970.2933591231,"Switzerland","Clinical Medicine",3,0.705996131528047,4,0.941328175370729,49,12.25
153247,2014,3,"Projects",372000,124000,"Switzerland","Experimental Medicine",27,9,6,2,262,43.6666666666667
154732,2014,4,"Careers",586982,146745.5,"Switzerland","Clinical Medicine",40,10,6,1.5,57,9.5
152420,2014,3.24931506849315,"Programmes",105000,32314.502529511,"Switzerland","Experimental Medicine",2,0.615514333895447,2,0.615514333895447,23,11.5
156658,2014,4,"Projects",389408,97352,"Switzerland","Clinical Medicine",7,1.75,11,2.75,486,44.1818181818182
158316,2014,1.41917808219178,"Careers",215744,152020.386100386,"Switzerland","Experimental Medicine",2,1.40926640926641,1,0.704633204633205,8,8
156871,2014,3.91506849315068,"Projects",397000,101403.079076277,"Switzerland","Experimental Medicine",37,9.45066480055984,10,2.55423372988104,257,25.7
156372,2014,3.58630136986301,"Projects",550000,153361.344537815,"Switzerland","Experimental Medicine",39,10.8747135217724,12,3.34606569900688,451,37.5833333333333
152633,2014,3,"Projects",525000,175000,"Switzerland","Clinical Medicine",11,3.66666666666667,14,4.66666666666667,481,34.3571428571429
158269,2014,2.32876712328767,"Careers",240080,103093.176470588,"Switzerland","Basic Medical Sciences",5,2.14705882352941,3,1.28823529411765,117,39
156430,2014,3.24931506849315,"Projects",625000,192348.229342327,"Switzerland","Clinical Medicine",1,0.307757166947723,2,0.615514333895447,66,33
153070,2014,1.33150684931507,"Projects",277463,208382.705761317,"Switzerland","Basic Medical Sciences",11,8.26131687242797,4,3.00411522633745,91,22.75
156385,2014,3,"Projects",131682,43894,"Switzerland","Social Medicine",6,2,5,1.66666666666667,38,7.6
153149,2014,3.58904109589041,"Projects",473400,131901.526717557,"Switzerland","Basic Medical Sciences",2,0.557251908396947,4,1.11450381679389,44,11
152304,2014,3,"Programmes",194900,64966.6666666667,"Switzerland","Clinical Medicine",10,3.33333333333333,5,1.66666666666667,332,66.4
156738,2014,3.4986301369863,"Projects",550000,157204.385277995,"Switzerland","Basic Medical Sciences",38,10.8613938919342,6,1.7149569303054,98,16.3333333333333
156874,2014,3.83287671232877,"Projects",499000,130189.421015011,"Switzerland","Clinical Medicine",0,0,10,2.60900643316655,329,32.9
150663,2014,4.33424657534247,"Careers",1553062,358323.407079646,"Switzerland","Experimental Medicine",54,12.4589127686473,15,3.46080910240202,1829,121.933333333333
158486,2014,1.5041095890411,"Careers",92800,61697.6320582878,"United States of America","Basic Medical Sciences",10,6.64845173041893,9,5.98360655737703,1473,163.666666666667
156914,2014,4,"Projects",352000,88000,"Switzerland","Clinical Medicine",19,4.75,9,2.25,522,58
155461,2014,0.997260273972603,"Careers",44600,44722.5274725275,"Netherlands","Experimental Medicine",1,1.00274725274725,1,1.00274725274725,182,182
155832,2014,6.25479452054795,"Programmes",1494025,238860.76434516,NA,"Experimental Medicine",0,0,4,0.639509417433201,608,152
158845,2014,1.4958904109589,"Careers",68800,45992.673992674,"Belgium","Clinical Medicine",3,2.00549450549451,1,0.66849816849817,26,26
154709,2014,3,"Careers",6e+05,2e+05,"Switzerland","Experimental Medicine",6,2,13,4.33333333333333,491,37.7692307692308
156897,2014,3,"Projects",420600,140200,"Switzerland","Experimental Medicine",9,3,2,0.666666666666667,133,66.5
153387,2014,4,"Projects",372000,93000,"Switzerland","Basic Medical Sciences",9,2.25,10,2.5,207,20.7
156795,2014,3,"Projects",625000,208333.333333333,"Switzerland","Experimental Medicine",4,1.33333333333333,2,0.666666666666667,30,15
152833,2014,3,"Projects",783684,261228,"Switzerland","Basic Medical Sciences",57,19,8,2.66666666666667,314,39.25
162179,2015,1,"Careers",62940,62940,"France","Clinical Medicine",0,0,2,2,39,19.5
165353,2015,0.997260273972603,"Careers",87070,87309.2032967033,"Netherlands","Clinical Medicine",7,7.01923076923077,4,4.01098901098901,111,27.75
164095,2015,1,"Infrastructure",809460,809460,"Switzerland","Basic Medical Sciences",6,6,3,3,215,71.6666666666667
157486,2015,4,"Careers",1518766,379691.5,"Switzerland","Experimental Medicine",14,3.5,5,1.25,52,10.4
161693,2015,1.4986301369863,"Careers",102750,68562.6142595978,"Australia","Experimental Medicine",4,2.6691042047532,16,10.6764168190128,497,31.0625
163339,2015,3,"Projects",555380,185126.666666667,"Switzerland","Clinical Medicine",45,15,33,11,679,20.5757575757576
160717,2015,3.24657534246575,"Programmes",1500000,462025.316455696,"Switzerland","Experimental Medicine",84,25.873417721519,12,3.69620253164557,422,35.1666666666667
163335,2015,3,"Projects",429000,143000,"Switzerland","Basic Medical Sciences",20,6.66666666666667,12,4,199,16.5833333333333
160262,2015,3,"Projects",793061,264353.666666667,"Switzerland","Experimental Medicine",0,0,10,3.33333333333333,2007,200.7
163302,2015,2.33150684931507,"Projects",474000,203301.997649824,"Switzerland","Clinical Medicine",0,0,5,2.14453584018801,188,37.6
163369,2015,3.74794520547945,"Projects",587583,156774.703947368,"Switzerland","Experimental Medicine",1,0.266812865497076,3,0.800438596491229,72,24
