"GrantNumber";"CallDecisionYear";"EffectiveGrantStartDate";"GrantDurationDays";"GrantDurationYears";"EffectiveGrantEndDate";"State";"FundingInstrumentLevel1";"AmountGrantedAllSets";"AmountPerYear";"AmountPerEmployee";"AmountPerEmployeeAndYear";"ResearchInstitution";"InstituteCountry";"MainDiscipline_Level1";"MainDiscipline_Level2";"MainDiscipline";"NrEmployees";"NrEmployeesPerYear";"NrCollaborations";"NrCollaborationsPerYear";"NrAcademicEvents";"NrAcademicEventsPerYear";"DateFirstAcademicEvent";"NrAwards";"NrAwardsPerYear";"YearFirstAward";"NrDatasets";"NrDatasetsPerYear";"DateFirstDataset";"NrKnowledgeTransfer";"NrKnowledgeTransferPerYear";"DateFirstKnowledgeTransfer";"NrCommunication";"NrCommunicationPerYear";"YearFirstCommunication";"NrTotalPublications";"NrTotalPublicationsPerYear";"YearFirstPublication";"NrUncitablePublications";"NrUncitablePublicationsPerYear";"NrUses";"NrUsesPerYear";"YearFirstUse";"NrTotalOutputs";"NrTotalOutputsPerYear";"NrTotalUncitableOutputs";"NrTotalUncitableOutputsPerYear";"NrCitablePublications";"NrCitablePublicationsPerYear";"NrCitationsTotal";"NrCitationsPerPublication";"YearFirstCitablePublication"
154113;2014;2014-05-01;91;0.249315068493151;2014-07-31;"Completed";"Careers";10190;40871.978021978;0;0;"University of Berne - BE";NA;"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
154636;2014;2014-08-01;548;1.5013698630137;2016-01-31;"Completed";"Careers";115250;76763.2299270073;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Biological Research";"Biophysics";0;0;1;0.666058394160584;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.33211678832117;2014;0;0;0;0;NA;2;1.33211678832117;2;1.33211678832117;0;0;NA;NA;NA
156511;2014;2015-02-01;1095;3;2018-01-31;"Completed";"Projects";263604;87868;87868;29289.3333333333;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";3;1;4;1.33333333333333;9;3;2015-05-15;2;0.666666666666667;2017;0;0;NA;1;0.333333333333333;2016-05-27;0;0;NA;2;0.666666666666667;2016;0;0;1;0.333333333333333;2016;15;5;13;4.33333333333333;2;0.666666666666667;1038;519;2016
157744;2014;2014-12-01;730;2;2016-11-30;"Completed";"Infrastructure";95580;47790;0;0;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Internal Medicine";0;0;8;4;0;0;NA;0;0;NA;0;0;NA;1;0.5;2015-10-29;0;0;NA;0;0;NA;0;0;0;0;NA;1;0.5;1;0.5;0;0;NA;NA;NA
156929;2014;2014-10-01;1034;2.83287671232877;2017-07-31;"Completed";"Projects";397145;140191.416827853;132381.666666667;46730.472275951;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";3;1.05899419729207;5;1.76499032882012;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.352998065764023;2016;0;0;NA;0;0;0;0;NA;1;0.352998065764023;1;0.352998065764023;0;0;NA;NA;NA
157529;2014;2015-04-01;730;2;2017-03-31;"Completed";"Careers";753554;376777;125592.333333333;62796.1666666667;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";6;3;4;2;0;0;NA;1;0.5;2015;0;0;NA;0;0;NA;0;0;NA;11;5.5;2015;1;0.5;0;0;NA;12;6;2;1;10;5;369;36.9;2015
159083;2014;2015-01-01;546;1.4958904109589;2016-06-30;"Completed";"Careers";74850;50037.0879120879;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;0;0;1;0.668498168498168;2015-10-15;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.33699633699634;2016;0;0;0;0;NA;3;2.00549450549451;1;0.66849816849817;2;1.33699633699634;570;285;2016
156173;2014;2015-04-01;1095;3;2018-03-31;"Completed";"Projects";306918;102306;102306;34102;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";3;1;3;1;9;3;2016-04-27;1;0.333333333333333;2016;0;0;NA;0;0;NA;0;0;NA;4;1.33333333333333;2016;0;0;0;0;NA;14;4.66666666666667;10;3.33333333333333;4;1.33333333333333;375;93.75;2016
156913;2014;2014-10-01;1095;3;2017-09-30;"Completed";"Projects";316964;105654.666666667;79241;26413.6666666667;"Biotechnology Institute Thurgau - BITG";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";4;1.33333333333333;4;1.33333333333333;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;1.33333333333333;NA;3;1;0;0;NA;4;1.33333333333333;3;1;1;0.333333333333333;22;22;NA
154157;2014;2014-02-01;88;0.241095890410959;2014-04-30;"Completed";"Careers";11550;47906.25;0;0;"Swiss Federal Institute for Forest, Snow and Landscape Research  - WSL";NA;"Biology and Medicine";"General Biology";"Environmental Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
158295;2014;2015-04-01;699;1.91506849315068;2017-02-28;"Completed";"Careers";261345;136467.703862661;261345;136467.703862661;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";1;0.522174535050071;1;0.522174535050071;1;0.522174535050071;2015-09-08;0;0;NA;0;0;NA;0;0;NA;1;0.522174535050071;2016;0;0;NA;0;0;0;0;NA;2;1.04434907010014;2;1.04434907010015;0;0;NA;NA;NA
152982;2014;2014-12-01;1460;4;2018-11-30;"Completed";"Projects";678000;169500;226000;56500;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"General Biology";"Botany";3;0.75;6;1.5;12;3;2017-02-02;0;0;NA;0;0;NA;1;0.25;2019-02-13;0;0;NA;5;1.25;2017;1;0.25;0;0;NA;18;4.5;14;3.5;4;1;29;7.25;2017
154426;2014;2014-06-21;182;0.498630136986301;2014-12-20;"Completed";"Science communication";10000;20054.9450549451;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"General Biology";"Botany";0;0;0;0;1;2.00549450549451;2014-06-12;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;1;2.00549450549451;1;2.00549450549451;0;0;NA;NA;NA
158709;2014;2015-03-01;336;0.920547945205479;2016-01-31;"Completed";"Careers";67550;73380.2083333333;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;3;3.25892857142857;1;1.08630952380952;2017-07-03;1;1.08630952380952;2015;0;0;NA;0;0;NA;0;0;NA;3;3.25892857142857;2016;0;0;0;0;NA;5;5.43154761904762;2;2.17261904761905;3;3.25892857142857;1066;355.333333333333;2016
154111;2014;2014-03-01;30;0.0821917808219178;2014-03-31;"Completed";"Careers";4700;57183.3333333333;0;0;"University of Basel - BS";NA;"Biology and Medicine";"General Biology";"Zoology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
150359;2014;2014-01-01;1095;3;2016-12-31;"Completed";"Projects";191008;63669.3333333333;191008;63669.3333333333;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"General Biology";"Zoology";1;0.333333333333333;1;0.333333333333333;2;0.666666666666667;2018-05-18;0;0;NA;0;0;NA;0;0;NA;1;0.333333333333333;2017;4;1.33333333333333;2016;2;0.666666666666667;0;0;NA;7;2.33333333333333;5;1.66666666666667;2;0.666666666666667;27;13.5;2017
154527;2014;2014-06-01;182;0.498630136986301;2014-11-30;"Completed";"Science communication";10000;20054.9450549451;0;0;"Cardiocentro Ticino - CT";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Cardiovascular Research";0;0;2;4.01098901098901;1;2.00549450549451;2014-06-23;0;0;NA;0;0;NA;0;0;NA;3;6.01648351648352;2014;0;0;NA;0;0;0;0;NA;4;8.02197802197802;4;8.02197802197803;0;0;NA;NA;NA
155254;2014;2014-09-01;546;1.4958904109589;2016-02-29;"Completed";"Careers";74050;49502.2893772894;0;0;"Institution abroad - Ireland";"Ireland";"Biology and Medicine";"Basic Biological Research";"Biophysics";0;0;0;0;1;0.668498168498168;2015-12-04;0;0;NA;0;0;NA;1;0.668498168498168;2015-09-18;0;0;NA;0;0;NA;0;0;0;0;NA;2;1.33699633699634;2;1.33699633699634;0;0;NA;NA;NA
157752;2014;2015-05-01;365;1;2016-04-30;"Completed";"Infrastructure";221346;221346;0;0;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;4;4;2;2;2015-11-30;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;2;2;2;2;0;0;NA;NA;NA
154499;2014;2015-06-01;1125;3.08219178082192;2018-06-30;"Completed";"Programmes";1685868;546970.506666667;140489;45580.8755555556;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";12;3.89333333333333;7;2.27111111111111;1;0.324444444444444;2017-05-17;0;0;NA;0;0;NA;0;0;NA;0;0;NA;9;2.92;2016;2;0.648888888888888;0;0;NA;10;3.24444444444444;3;0.973333333333333;7;2.27111111111111;68;9.71428571428571;2016
156803;2014;2015-04-01;1217;3.33424657534247;2018-07-31;"Completed";"Projects";419100;125695.562859491;209550;62847.7814297453;"Paul Scherrer Institute - PSI";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";2;0.599835661462613;5;1.49958915365653;6;1.79950698438784;2015-06-04;0;0;NA;0;0;NA;0;0;NA;0;0;NA;9;2.69926047658176;NA;0;0;1;0.299917830731306;2017;16;4.7986852917009;7;2.09942481511914;9;2.69926047658176;336;37.3333333333333;NA
154741;2014;2015-06-01;1248;3.41917808219178;2018-10-31;"Completed";"Careers";6e+05;175480.769230769;2e+05;58493.5897435897;"University of Neuchatel - NE";"Switzerland";"Biology and Medicine";"General Biology";"Anthropology, Primatology";3;0.877403846153846;6;1.75480769230769;3;0.877403846153846;2016-10-13;0;0;NA;0;0;NA;0;0;NA;1;0.292467948717949;2016;7;2.04727564102564;2016;0;0;2;0.584935897435897;NA;13;3.80208333333333;6;1.75480769230769;7;2.04727564102564;108;15.4285714285714;2016
152901;2014;2014-04-01;1095;3;2017-03-31;"Completed";"Projects";474000;158000;158000;52666.6666666667;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";3;1;5;1.66666666666667;8;2.66666666666667;2014-06-28;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;1.33333333333333;2015;1;0.333333333333333;0;0;NA;12;4;9;3;3;1;97;32.3333333333333;2015
152361;2014;2014-05-01;1095;3;2017-04-30;"Completed";"Programmes";239400;79800;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;3;1;15;5;2014-11-02;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;1.33333333333333;2016;1;0.333333333333333;0;0;NA;19;6.33333333333333;16;5.33333333333333;3;1;37;12.3333333333333;2016
159096;2014;2015-07-01;669;1.83287671232877;2017-04-30;"Completed";"Careers";141401;77147.0328849028;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;2;1.09118086696562;2;1.09118086696562;2015-10-04;0;0;NA;3;1.63677130044843;2018-10-03;0;0;NA;0;0;NA;2;1.09118086696562;2016;0;0;0;0;NA;7;3.81913303437967;5;2.72795216741405;2;1.09118086696562;112;56;2016
156319;2014;2015-09-01;1095;3;2018-08-31;"Completed";"Projects";346555;115518.333333333;69311;23103.6666666667;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";5;1.66666666666667;4;1.33333333333333;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.333333333333333;2016;0;0;0;0;NA;1;0.333333333333333;0;0;1;0.333333333333333;21;21;2016
159068;2014;2015-04-01;548;1.5013698630137;2016-09-30;"Completed";"Careers";74600;49687.9562043796;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;2;1.33211678832117;2015;0;0;NA;0;0;NA;0;0;NA;1;0.666058394160584;2018;0;0;0;0;NA;3;1.99817518248175;2;1.33211678832117;1;0.666058394160583;132;132;2018
158522;2014;2015-08-01;365;1;2016-07-31;"Completed";"Careers";185916;185916;0;0;"Institution abroad - Switzerland";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";0;0;0;0;0;0;NA;1;1;2016;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;1;1;1;1;0;0;NA;NA;NA
157527;2014;2015-04-01;730;2;2017-03-31;"Completed";"Careers";681842;340921;170460.5;85230.25;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";4;2;3;1.5;6;3;2015-06-15;0;0;NA;0;0;NA;0;0;NA;1;0.5;2016;3;1.5;2017;0;0;0;0;NA;10;5;7;3.5;3;1.5;66;22;2017
158370;2014;2015-07-01;730;2;2017-06-30;"Completed";"Careers";296000;148000;296000;148000;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";1;0.5;5;2.5;5;2.5;2015-09-03;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;5;2.5;5;2.5;0;0;NA;NA;NA
158271;2014;2015-03-01;457;1.25205479452055;2016-05-31;"Completed";"Careers";142700;113972.647702407;142700;113972.647702407;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";1;0.798687089715536;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;3.19474835886214;NA;0;0;0;0;NA;4;3.19474835886214;4;3.19474835886214;0;0;NA;NA;NA
155580;2014;2014-11-01;577;1.58082191780822;2016-05-31;"Completed";"Careers";101890;64453.8128249567;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"General Biology";"Ecology";0;0;5;3.1629116117851;4;2.53032928942808;2015-04-08;0;0;NA;0;0;NA;1;0.632582322357019;2016-04-19;0;0;NA;0;0;NA;0;0;0;0;NA;5;3.1629116117851;5;3.16291161178509;0;0;NA;NA;NA
153147;2014;2015-04-01;1248;3.41917808219178;2018-08-31;"Completed";"Projects";6e+05;175480.769230769;2e+05;58493.5897435897;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";3;0.877403846153846;2;0.584935897435897;4;1.16987179487179;2015-06-05;3;0.877403846153846;2015;0;0;NA;0;0;NA;0;0;NA;2;0.584935897435897;2016;0;0;0;0;NA;9;2.63221153846154;7;2.04727564102564;2;0.584935897435898;59;29.5;2016
158668;2014;2014-11-01;91;0.249315068493151;2015-01-31;"Completed";"Careers";9510;38144.5054945055;0;0;"Swiss Federal Institute of Aquatic Science and Technology - EAWAG";NA;"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
158017;2014;2014-12-01;61;0.167123287671233;2015-01-31;"Completed";"Careers";5180;30995.0819672131;0;0;"University of Lausanne - LA";NA;"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
156471;2014;2015-04-01;883;2.41917808219178;2017-08-31;"Completed";"Projects";161920;66931.8233295583;161920;66931.8233295583;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Clinical Pharmacology";1;0.413363533408833;3;1.2400906002265;4;1.65345413363533;2015-10-23;2;0.826727066817667;2016;0;0;NA;0;0;NA;0;0;NA;5;2.06681766704417;2016;1;0.413363533408834;0;0;NA;11;4.54699886749717;7;2.89354473386184;4;1.65345413363533;125;31.25;2016
153285;2014;2015-09-01;29;0.0794520547945206;2015-09-30;"Completed";"Projects";346800;4364896.55172414;0;0;"Kantonsspital Aarau - KSPA";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
155596;2014;2014-10-01;547;1.4986301369863;2016-03-31;"Completed";"Careers";75150;50145.7952468007;0;0;"Institution abroad - Australia";"Australia";"Biology and Medicine";"General Biology";"Environmental Research";0;0;3;2.0018281535649;4;2.6691042047532;2015-04-13;0;0;NA;1;0.6672760511883;2018-06-21;0;0;NA;2;1.3345521023766;2018;4;2.6691042047532;2018;0;0;0;0;NA;11;7.3400365630713;7;4.6709323583181;4;2.6691042047532;80;20;2018
156805;2014;2014-11-01;1095;3;2017-10-31;"Completed";"Projects";454000;151333.333333333;113500;37833.3333333333;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Medical Microbiology";4;1.33333333333333;3;1;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;5;1.66666666666667;2015;0;0;0;0;NA;5;1.66666666666667;0;0;5;1.66666666666667;767;153.4;2015
155323;2014;2015-01-01;546;1.4958904109589;2016-06-30;"Completed";"Careers";115792;77406.7399267399;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;0;0;1;0.668498168498168;2015-06-20;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;1;0.668498168498168;1;0.66849816849817;0;0;NA;NA;NA
155395;2014;2014-09-01;730;2;2016-08-31;"Completed";"Careers";148007;74003.5;0;0;"Institution abroad";NA;"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Infectious Diseases";0;0;0;0;1;0.5;2015-05-30;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1;2015;0;0;0;0;NA;3;1.5;1;0.5;2;1;123;61.5;2015
155949;2014;2014-10-01;1460;4;2018-09-30;"Completed";"Projects";497503;124375.75;165834.333333333;41458.5833333333;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";3;0.75;0;0;3;0.75;2016-02-02;0;0;NA;3;0.75;NA;0;0;NA;2;0.5;2018;12;3;2016;1;0.25;0;0;NA;20;5;9;2.25;11;2.75;387;35.1818181818182;2016
153442;2014;2014-06-01;1309;3.58630136986301;2017-12-31;"Completed";"Projects";526000;146669.213139801;75142.8571428571;20952.7447342573;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Infectious Diseases";7;1.95187165775401;12;3.34606569900688;5;1.39419404125286;2015-01-18;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.278838808250573;2018;0;0;0;0;NA;6;1.67303284950344;5;1.39419404125287;1;0.278838808250573;1;1;2018
153389;2014;2014-04-01;1186;3.24931506849315;2017-06-30;"Completed";"Projects";334800;103037.099494098;334800;103037.099494098;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Paediatrics";1;0.307757166947723;18;5.53962900505902;32;9.84822934232715;2014-04-26;0;0;NA;0;0;NA;0;0;NA;0;0;NA;17;5.2318718381113;NA;5;1.53878583473862;0;0;NA;49;15.0801011804384;37;11.3870151770658;12;3.69308600337268;238;19.8333333333333;2014
155072;2014;2015-02-01;546;1.4958904109589;2016-07-31;"Completed";"Careers";73700;49268.315018315;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;2;1.33699633699634;2015-08-18;0;0;NA;0;0;NA;0;0;NA;0;0;NA;5;3.34249084249084;NA;1;0.66849816849817;0;0;NA;7;4.67948717948718;3;2.00549450549451;4;2.67399267399268;241;60.25;2016
155543;2014;2014-09-01;730;2;2016-08-31;"Completed";"Careers";73318;36659;0;0;"Institution abroad";NA;"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;1;0.5;2016-05-06;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;1;0.5;1;0.5;0;0;NA;NA;NA
156965;2014;2014-11-01;1399;3.83287671232877;2018-08-31;"Completed";"Projects";398016;103842.630450322;132672;34614.2101501072;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";3;0.782701929949964;2;0.521801286633309;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;13;3.39170836311651;NA;1;0.260900643316655;0;0;NA;13;3.39170836311651;1;0.260900643316655;12;3.13080771979985;534;44.5;2017
152879;2014;2014-04-01;1095;3;2017-03-31;"Completed";"Projects";1007555;335851.666666667;201511;67170.3333333333;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";5;1.66666666666667;0;0;4;1.33333333333333;2014-07-17;0;0;NA;0;0;NA;0;0;NA;0;0;NA;17;5.66666666666667;2016;0;0;1;0.333333333333333;2016;22;7.33333333333333;5;1.66666666666667;17;5.66666666666667;2059;121.117647058824;2016
152990;2014;2014-10-01;730;2;2016-09-30;"Completed";"Careers";675283;337641.5;112547.166666667;56273.5833333333;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Pathophysiology";6;3;1;0.5;2;1;2016-04-20;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;2;2014;0;0;0;0;NA;6;3;2;1;4;2;NA;NA;2014
155124;2014;2014-08-01;183;0.501369863013699;2015-01-31;"Completed";"Science communication";10950;21840.1639344262;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Social Medicine";"Public Health and Health Services";0;0;0;0;1;1.99453551912568;2014-08-27;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;1;1.99453551912568;1;1.99453551912568;0;0;NA;NA;NA
153342;2014;2014-04-01;1095;3;2017-03-31;"Completed";"Projects";426340;142113.333333333;106585;35528.3333333333;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Pathophysiology";4;1.33333333333333;6;2;7;2.33333333333333;2015-03-25;0;0;NA;0;0;NA;0;0;NA;0;0;NA;16;5.33333333333333;2014;1;0.333333333333333;0;0;NA;23;7.66666666666667;8;2.66666666666667;15;5;265;17.6666666666667;2014
156449;2014;2015-02-01;1460;4;2019-01-31;"Completed";"Projects";312568;78142;156284;39071;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Nutritional Research, Vitaminology";2;0.5;3;0.75;2;0.5;2017-10-15;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.25;2021;0;0;0;0;NA;3;0.75;2;0.5;1;0.25;8;8;2021
156393;2014;2014-12-01;1095;3;2017-11-30;"Completed";"Projects";799836;266612;159967.2;53322.4;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";5;1.66666666666667;6;2;21;7;2015-03-11;1;0.333333333333333;2016;0;0;NA;2;0.666666666666667;2015-05-20;3;1;2015;15;5;2015;0;0;2;0.666666666666667;2016;44;14.6666666666667;29;9.66666666666667;15;5;885;59;2015
160439;2014;2015-02-01;58;0.158904109589041;2015-03-31;"Completed";"Careers";7870;49526.724137931;0;0;"University of Berne - BE";NA;"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
153248;2014;2014-04-01;1095;3;2017-03-31;"Completed";"Projects";525000;175000;87500;29166.6666666667;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";6;2;3;1;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;1.33333333333333;NA;1;0.333333333333333;0;0;NA;4;1.33333333333333;1;0.333333333333333;3;1;NA;NA;2014
155539;2014;2014-08-01;548;1.5013698630137;2016-01-31;"Completed";"Careers";71753;47791.6879562044;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";0;0;0;0;1;0.666058394160584;2015-03-25;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;1;0.666058394160584;1;0.666058394160583;0;0;NA;NA;NA
152667;2014;2014-04-01;1460;4;2018-03-31;"Completed";"Projects";678000;169500;113000;28250;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";6;1.5;3;0.75;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;5;1.25;2014;0;0;0;0;NA;5;1.25;0;0;5;1.25;65;13;2014
155575;2014;2014-07-01;273;0.747945205479452;2015-03-31;"Completed";"Careers";70800;94659.3406593407;0;0;"Institution abroad - Norway";"Norway";"Biology and Medicine";"General Biology";"Ecology";0;0;1;1.33699633699634;1;1.33699633699634;2015-02-12;0;0;NA;0;0;NA;0;0;NA;1;1.33699633699634;2015;0;0;NA;0;0;0;0;NA;2;2.67399267399267;2;2.67399267399267;0;0;NA;NA;NA
154420;2014;2014-10-01;1460;4;2018-09-30;"Completed";"Programmes";1400000;350000;175000;43750;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Endocrinology";8;2;3;0.75;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;0.75;2014;0;0;0;0;NA;3;0.75;0;0;3;0.75;2;0.666666666666667;2014
156318;2014;2015-02-01;1276;3.4958904109589;2018-07-31;"Completed";"Projects";703000;201093.260188088;58583.3333333333;16757.7716823406;"University of Berne - BE";"Portugal";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";12;3.43260188087774;0;0;20;5.72100313479624;2016-06-01;3;0.858150470219436;2017;0;0;NA;0;0;NA;1;0.286050156739812;2016;12;3.43260188087774;2015;0;0;0;0;NA;36;10.2978056426332;24;6.86520376175549;12;3.43260188087775;716;59.6666666666667;2015
155252;2014;2014-10-01;547;1.4986301369863;2016-03-31;"Completed";"Careers";71318;47588.7934186472;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;2;1.3345521023766;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
