"GrantNumber";"CallDecisionYear";"EffectiveGrantStartDate";"GrantDurationDays";"GrantDurationYears";"EffectiveGrantEndDate";"State";"FundingInstrumentLevel1";"AmountGrantedAllSets";"AmountPerYear";"AmountPerEmployee";"AmountPerEmployeeAndYear";"ResearchInstitution";"InstituteCountry";"MainDiscipline_Level1";"MainDiscipline_Level2";"MainDiscipline";"NrEmployees";"NrEmployeesPerYear";"NrCollaborations";"NrCollaborationsPerYear";"NrAcademicEvents";"NrAcademicEventsPerYear";"DateFirstAcademicEvent";"NrAwards";"NrAwardsPerYear";"YearFirstAward";"NrDatasets";"NrDatasetsPerYear";"DateFirstDataset";"NrKnowledgeTransfer";"NrKnowledgeTransferPerYear";"DateFirstKnowledgeTransfer";"NrCommunication";"NrCommunicationPerYear";"YearFirstCommunication";"NrTotalPublications";"NrTotalPublicationsPerYear";"YearFirstPublication";"NrUncitablePublications";"NrUncitablePublicationsPerYear";"NrUses";"NrUsesPerYear";"YearFirstUse";"NrTotalOutputs";"NrTotalOutputsPerYear";"NrTotalUncitableOutputs";"NrTotalUncitableOutputsPerYear";"NrCitablePublications";"NrCitablePublicationsPerYear";"NrCitationsTotal";"NrCitationsPerPublication";"YearFirstCitablePublication"
202410;2021;2021-01-01;30;0.0821917808219178;2021-01-31;"Completed";"Science communication";4012;48812.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
205237;2021;2021-03-01;30;0.0821917808219178;2021-03-31;"Completed";"Science communication";1723;20963.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Cardiovascular Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202524;2021;2021-01-01;30;0.0821917808219178;2021-01-31;"Completed";"Science communication";2821;34322.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Sport Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
207106;2021;2021-08-01;30;0.0821917808219178;2021-08-31;"Completed";"Science communication";1763;21449.8333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Sport Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
203063;2021;2021-08-01;548;1.5013698630137;2023-01-31;"Completed";"Careers";90500;60278.2846715328;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202595;2021;2021-01-01;30;0.0821917808219178;2021-01-31;"Completed";"Science communication";2866;34869.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
203003;2021;2021-10-01;546;1.4958904109589;2023-03-31;"Completed";"Careers";91500;61167.5824175824;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"General Biology";"Ecology";0;0;2;1.33699633699634;1;0.668498168498168;2022-09-20;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;1;0.668498168498168;1;0.66849816849817;0;0;NA;NA;NA
206977;2021;2021-12-01;30;0.0821917808219178;2021-12-31;"Completed";"Science communication";2016;24528;0;0;NA;"Switzerland";"Biology and Medicine";"Social Medicine";"Public Health and Health Services";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
207858;2021;2021-12-01;30;0.0821917808219178;2021-12-31;"Completed";"Science communication";1514;18420.3333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Social Medicine";"Public Health and Health Services";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206184;2021;2021-10-01;30;0.0821917808219178;2021-10-31;"Completed";"Science communication";1120;13626.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Social Medicine";"Public Health and Health Services";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
204091;2021;2021-03-01;30;0.0821917808219178;2021-03-31;"Completed";"Science communication";2375;28895.8333333333;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
203098;2021;2021-07-01;548;1.5013698630137;2022-12-31;"Completed";"Careers";91500;60944.3430656934;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;2;1.33211678832117;2022-05-01;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.33211678832117;2021;0;0;0;0;NA;4;2.66423357664234;2;1.33211678832117;2;1.33211678832117;100;50;2021
200569;2021;2021-05-01;640;1.75342465753425;2023-01-31;"Completed";"Projects";995752;567889.8125;0;0;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206113;2021;2021-08-01;30;0.0821917808219178;2021-08-31;"Completed";"Science communication";2921;35538.8333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Internal Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206116;2021;2021-08-01;30;0.0821917808219178;2021-08-31;"Completed";"Science communication";2029;24686.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Internal Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
208366;2021;2021-11-01;29;0.0794520547945206;2021-11-30;"Completed";"Science communication";1120;14096.5517241379;0;0;NA;"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
207111;2021;2021-09-01;29;0.0794520547945206;2021-09-30;"Completed";"Science communication";3277;41245;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Paediatrics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
208286;2021;2021-10-01;30;0.0821917808219178;2021-10-31;"Completed";"Science communication";1982;24114.3333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Addictive Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202782;2021;2021-02-01;27;0.073972602739726;2021-02-28;"Completed";"Science communication";5109;69066.1111111111;0;0;NA;"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
203240;2021;2021-02-01;27;0.073972602739726;2021-02-28;"Completed";"Science communication";2240;30281.4814814815;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202726;2021;2021-02-01;27;0.073972602739726;2021-02-28;"Completed";"Science communication";3281;44354.2592592593;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Infectious Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202634;2021;2021-01-01;30;0.0821917808219178;2021-01-31;"Completed";"Science communication";2242;27277.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Infectious Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202727;2021;2021-01-01;30;0.0821917808219178;2021-01-31;"Completed";"Science communication";2242;27277.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Infectious Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206174;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";2306;29023.7931034483;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Infectious Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202526;2021;2020-11-01;29;0.0794520547945206;2020-11-30;"Completed";"Science communication";5084;63988.275862069;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Infectious Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202879;2021;2021-02-01;27;0.073972602739726;2021-02-28;"Completed";"Science communication";5281;71391.2962962963;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Infectious Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
205775;2021;2021-04-01;29;0.0794520547945206;2021-04-30;"Completed";"Science communication";2187;27526.0344827586;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Geriatrics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
203690;2021;2022-01-01;364;0.997260273972603;2022-12-31;"Completed";"Programmes";130000;130357.142857143;130000;130357.142857143;"University of Zurich - ZH";NA;"Biology and Medicine";"Clinical Medicine";"Clinical Cancer Research";1;1.00274725274725;0;0;1;1.00274725274725;2022-05-29;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;1;1.00274725274725;1;1.00274725274725;0;0;NA;NA;NA
206019;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";2075;26116.3793103448;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Respiratory Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
208273;2021;2021-10-01;30;0.0821917808219178;2021-10-31;"Completed";"Science communication";1723;20963.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Respiratory Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
203130;2021;2021-08-01;548;1.5013698630137;2023-01-31;"Completed";"Careers";85500;56947.9927007299;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;3;1.99817518248175;4;2.66423357664234;2021-09-30;0;0;NA;0;0;NA;0;0;NA;1;0.666058394160584;2022;0;0;NA;0;0;0;0;NA;5;3.33029197080292;5;3.33029197080292;0;0;NA;NA;NA
207298;2021;2021-10-01;30;0.0821917808219178;2021-10-31;"Completed";"Science communication";3129;38069.5;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Botany";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
207734;2021;2021-10-01;30;0.0821917808219178;2021-10-31;"Completed";"Science communication";1953;23761.5;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Botany";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206755;2021;2021-08-01;30;0.0821917808219178;2021-08-31;"Completed";"Science communication";2907;35368.5;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Botany";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206185;2021;2021-07-01;30;0.0821917808219178;2021-07-31;"Completed";"Science communication";2937;35733.5;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Botany";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202644;2021;2021-02-01;27;0.073972602739726;2021-02-28;"Completed";"Science communication";2876;38879.2592592593;0;0;NA;"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202561;2021;2020-12-01;30;0.0821917808219178;2020-12-31;"Completed";"Science communication";2980;36256.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
203264;2021;2022-06-01;91;0.249315068493151;2022-08-31;"Completed";"Science communication";7200;28879.1208791209;0;0;"Zurich University of Applied Sciences - ZHAW";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;1;4.01098901098901;2;8.02197802197802;2022-06-10;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;4.01098901098901;NA;0;0;0;0;NA;3;12.032967032967;2;8.02197802197801;1;4.01098901098901;0;0;NA
208357;2021;2021-11-01;29;0.0794520547945206;2021-11-30;"Completed";"Science communication";1895;23850.8620689655;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
205598;2021;2022-01-01;211;0.578082191780822;2022-07-31;"Completed";"Science communication";19200;33213.2701421801;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";0;0;1;1.72985781990521;1;1.72985781990521;2022-07-12;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;1;1.72985781990521;1;1.72985781990521;0;0;NA;NA;NA
205221;2021;2021-04-01;29;0.0794520547945206;2021-04-30;"Completed";"Science communication";2436;30660;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Internal Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
205271;2021;2020-11-01;29;0.0794520547945206;2020-11-30;"Completed";"Science communication";1711;21535;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Internal Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206297;2021;2021-07-01;30;0.0821917808219178;2021-07-31;"Completed";"Science communication";1800;21900;0;0;NA;"United States of America";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
207008;2021;2021-08-01;30;0.0821917808219178;2021-08-31;"Completed";"Science communication";2312;28129.3333333333;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Environmental Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
203169;2021;2021-09-01;364;0.997260273972603;2022-08-31;"Completed";"Careers";113227;113538.063186813;113227;113538.063186813;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";1;1.00274725274725;2;2.00549450549451;5;5.01373626373626;2022-02-17;0;0;NA;2;2.00549450549451;2022-01-16;2;2.00549450549451;2022-09-22;1;1.00274725274725;2022;5;5.01373626373626;2021;0;0;0;0;NA;15;15.0412087912088;10;10.0274725274725;5;5.01373626373626;6;1.2;2021
203894;2021;2021-04-01;29;0.0794520547945206;2021-04-30;"Completed";"Science communication";4161;52371.2068965517;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202857;2021;2021-03-01;30;0.0821917808219178;2021-03-31;"Completed";"Science communication";1650;20075;0;0;NA;"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202415;2021;2020-10-01;30;0.0821917808219178;2020-10-31;"Completed";"Science communication";4003;48703.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206101;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";2285;28759.4827586207;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206105;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";1992;25071.724137931;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
203803;2021;2021-04-01;29;0.0794520547945206;2021-04-30;"Completed";"Science communication";2732;34385.5172413793;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206091;2021;2021-12-01;30;0.0821917808219178;2021-12-31;"Completed";"Science communication";1842;22411;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Zoology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206206;2021;2021-07-01;30;0.0821917808219178;2021-07-31;"Completed";"Science communication";1550;18858.3333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206115;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";2930;36877.5862068966;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
205758;2021;2021-05-01;30;0.0821917808219178;2021-05-31;"Completed";"Science communication";3165;38507.5;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206707;2021;2021-07-01;30;0.0821917808219178;2021-07-31;"Completed";"Science communication";1295;15755.8333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Surgery";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
204812;2021;2021-04-01;29;0.0794520547945206;2021-04-30;"Completed";"Science communication";3808;47928.275862069;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202506;2021;2021-02-01;27;0.073972602739726;2021-02-28;"Completed";"Science communication";3110;42042.5925925926;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206254;2021;2021-07-01;30;0.0821917808219178;2021-07-31;"Completed";"Science communication";5297;64446.8333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202453;2021;2021-01-01;30;0.0821917808219178;2021-01-31;"Completed";"Science communication";1276;15524.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
205781;2021;2021-05-01;30;0.0821917808219178;2021-05-31;"Completed";"Science communication";2001;24345.5;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
204024;2021;2021-03-01;30;0.0821917808219178;2021-03-31;"Completed";"Science communication";2350;28591.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
205795;2021;2021-12-01;30;0.0821917808219178;2021-12-31;"Completed";"Science communication";1951;23737.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Zoology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206577;2021;2021-12-01;30;0.0821917808219178;2021-12-31;"Completed";"Science communication";2086;25379.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
203107;2021;2021-08-01;548;1.5013698630137;2023-01-31;"Completed";"Careers";88500;58946.1678832117;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
207012;2021;2021-08-01;30;0.0821917808219178;2021-08-31;"Completed";"Science communication";5327;64811.8333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202564;2021;2020-10-01;30;0.0821917808219178;2020-10-31;"Completed";"Science communication";3009;36609.5;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
205268;2021;2021-04-01;29;0.0794520547945206;2021-04-30;"Completed";"Science communication";2954;37179.6551724138;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
206240;2021;2021-07-01;30;0.0821917808219178;2021-07-31;"Completed";"Science communication";3670;44651.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
202511;2021;2021-01-01;30;0.0821917808219178;2021-01-31;"Completed";"Science communication";3679;44761.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Mental Disorders, Psychosomatic Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
203757;2021;2021-02-01;27;0.073972602739726;2021-02-28;"Completed";"Science communication";2496;33742.2222222222;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
