"GrantNumber";"CallDecisionYear";"EffectiveGrantStartDate";"GrantDurationDays";"GrantDurationYears";"EffectiveGrantEndDate";"State";"FundingInstrumentLevel1";"AmountGrantedAllSets";"AmountPerYear";"AmountPerEmployee";"AmountPerEmployeeAndYear";"ResearchInstitution";"InstituteCountry";"MainDiscipline_Level1";"MainDiscipline_Level2";"MainDiscipline";"NrEmployees";"NrEmployeesPerYear";"NrCollaborations";"NrCollaborationsPerYear";"NrAcademicEvents";"NrAcademicEventsPerYear";"DateFirstAcademicEvent";"NrAwards";"NrAwardsPerYear";"YearFirstAward";"NrDatasets";"NrDatasetsPerYear";"DateFirstDataset";"NrKnowledgeTransfer";"NrKnowledgeTransferPerYear";"DateFirstKnowledgeTransfer";"NrCommunication";"NrCommunicationPerYear";"YearFirstCommunication";"NrTotalPublications";"NrTotalPublicationsPerYear";"YearFirstPublication";"NrUses";"NrUsesPerYear";"YearFirstUse";"NrTotalOutputs";"NrTotalOutputsPerYear"
153374;2014;2014-10-01;1460;4;2018-09-30;"Completed";"Projects";291000;72750;97000;24250;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";3;0.75;3;0.75;10;2.5;2015-06-17;0;0;NA;0;0;NA;0;0;NA;0;0;NA;11;2.75;2015;0;0;NA;21;5.25
145784;2012;2013-07-01;548;1.5013698630137;2014-12-31;"Completed";"Careers";70550;46990.4197080292;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
145252;2012;2012-12-01;1216;3.33150684931507;2016-03-31;"Completed";"Careers";2e+05;60032.8947368421;0;0;"University of Geneva - GE";NA;"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";0;0;2;0.600328947368421;6;1.80098684210526;2013-08-29;3;0.900493421052632;2016;0;0;NA;0;0;NA;6;1.80098684210526;2013;2;0.600328947368421;NA;0;0;NA;17;5.10279605263158
140338;2012;2012-04-01;1643;4.5013698630137;2016-09-30;"Completed";"Programmes";1800000;399878.271454656;163636.363636364;36352.5701322415;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";11;2.44370054777845;3;0.66646378575776;19;4.22093730979915;2012-10-10;0;0;NA;0;0;NA;1;0.222154595252587;2015-05-22;0;0;NA;36;7.99756542909312;NA;2;0.444309190505173;NA;58;12.88496652465
175658;2017;2017-10-01;1460;4;2021-09-30;"Completed";"Projects";8e+05;2e+05;88888.8888888889;22222.2222222222;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";9;2.25;0;0;4;1;2018-10-15;0;0;NA;0;0;NA;1;0.25;2019-11-16;1;0.25;2020;6;1.5;2020;0;0;NA;12;3
156762;2014;2014-10-01;1095;3;2017-09-30;"Completed";"Projects";499000;166333.333333333;166333.333333333;55444.4444444444;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";3;1;1;0.333333333333333;5;1.66666666666667;2015-04-24;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;1;2017;0;0;NA;8;2.66666666666667
164762;2015;2015-10-01;1095;3;2018-09-30;"Completed";"Programmes";206224;68741.3333333333;51556;17185.3333333333;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Pharmacology, Pharmacy";4;1.33333333333333;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
156508;2015;2015-04-01;821;2.24931506849315;2017-06-30;"Completed";"Programmes";249107;110747.93544458;83035.6666666667;36915.9784815266;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";3;1.33373934226553;1;0.444579780755177;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.444579780755177;2017;0;0;NA;1;0.444579780755177
156346;2015;2015-12-01;1826;5.0027397260274;2020-11-30;"Completed";"Programmes";192876;38554.0744797371;96438;19277.0372398686;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";2;0.399780941949617;3;0.599671412924425;2;0.399780941949617;2017-09-18;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;0.399780941949617;2017;0;0;NA;4;0.799561883899233
143390;2012;2013-10-01;1642;4.4986301369863;2018-03-31;"Completed";"Projects";430000;95584.652862363;71666.6666666667;15930.7754770605;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";6;1.33373934226553;6;1.33373934226553;1;0.222289890377588;2015-01-04;0;0;NA;0;0;NA;0;0;NA;1;0.222289890377588;2013;7;1.55602923264312;2014;0;0;NA;9;2.00060901339829
141786;2012;2012-11-01;1215;3.32876712328767;2016-02-29;"Completed";"Programmes";184344;55379.0617283951;184344;55379.0617283951;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";1;0.300411522633745;0;0;1;0.300411522633745;2016-01-23;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;0.901234567901235;2016;0;0;NA;4;1.20164609053498
185360;2018;2018-07-01;30;0.0821917808219178;2018-07-31;"Completed";"Science communication";1944;23652;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
184723;2018;2018-05-01;30;0.0821917808219178;2018-05-31;"Completed";"Science communication";5236;63704.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
205758;2021;2021-05-01;30;0.0821917808219178;2021-05-31;"Completed";"Science communication";3165;38507.5;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
150801;2013;2014-10-01;364;0.997260273972603;2015-09-30;"Completed";"Infrastructure";71500;71696.4285714286;0;0;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;2;2.00549450549451;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
169563;2016;2016-12-01;1460;4;2020-11-30;"Completed";"Projects";756000;189000;126000;31500;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";6;1.5;3;0.75;2;0.5;2017-01-24;1;0.25;2018;0;0;NA;0;0;NA;0;0;NA;10;2.5;2017;0;0;NA;13;3.25
150024;2013;2013-12-01;1095;3;2016-11-30;"Completed";"Projects";751000;250333.333333333;125166.666666667;41722.2222222222;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";6;2;0;0;0;0;NA;0;0;NA;0;0;NA;7;2.33333333333333;2014-04-07;0;0;NA;6;2;2014;0;0;NA;13;4.33333333333333
186704;2019;2019-08-01;549;1.5041095890411;2021-01-31;"Completed";"Careers";79500;52855.1912568306;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;6;3.98907103825137;2019;0;0;NA;6;3.98907103825137
178056;2017;2018-01-01;545;1.49315068493151;2019-06-30;"Completed";"Careers";80150;53678.4403669725;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;2;1.3394495412844;2;1.3394495412844;2018-09-23;0;0;NA;0;0;NA;0;0;NA;1;0.669724770642202;2019;2;1.3394495412844;2018;0;0;NA;5;3.34862385321101
213914;2022;2022-07-01;122;0.334246575342466;2022-10-31;"Completed";"Programmes";4770;14270.9016393443;0;0;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Surgery";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
206707;2021;2021-07-01;30;0.0821917808219178;2021-07-31;"Completed";"Science communication";1295;15755.8333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Surgery";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
171664;2016;2017-04-01;1186;3.24931506849315;2020-06-30;"Completed";"Projects";212463;65387.0109612142;106231.5;32693.5054806071;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";2;0.615514333895447;0;0;4;1.23102866779089;2019-04-07;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.307757166947723;2020;0;0;NA;5;1.53878583473862
190233;2019;2020-01-01;485;1.32876712328767;2021-04-30;"Completed";"Projects";95646;71981.0103092784;47823;35990.5051546392;"University of Applied Sciences and Arts Western Switzerland - HES-SO";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";2;1.50515463917526;2;1.50515463917526;1;0.752577319587629;2023-02-17;0;0;NA;0;0;NA;1;0.752577319587629;2023-01-20;1;0.752577319587629;2022;1;0.752577319587629;2022;1;0.752577319587629;NA;5;3.76288659793814
191220;2019;2020-01-01;1095;3;2022-12-31;"Completed";"Careers";189900;63300;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;14;4.66666666666667;9;3;2020-06-17;2;0.666666666666667;2021;0;0;NA;0;0;NA;8;2.66666666666667;2020;11;3.66666666666667;2020;1;0.333333333333333;2021;31;10.3333333333333
169352;2016;2016-12-01;1094;2.9972602739726;2019-11-30;"Completed";"Projects";429000;143130.71297989;429000;143130.71297989;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";1;0.33363802559415;3;1.00091407678245;5;1.66819012797075;2018-03-26;0;0;NA;0;0;NA;1;0.33363802559415;2018-09-21;0;0;NA;1;0.33363802559415;2021;0;0;NA;7;2.33546617915905
161893;2015;2015-10-01;547;1.4986301369863;2017-03-31;"Completed";"Careers";94650;63157.6782449726;0;0;"Institution abroad - Australia";"Australia";"Biology and Medicine";"Clinical Medicine";"Clinical Endocrinology";0;0;0;0;4;2.6691042047532;2016-08-14;1;0.6672760511883;2017;0;0;NA;0;0;NA;1;0.6672760511883;2018;3;2.0018281535649;2018;0;0;NA;9;6.0054844606947
146869;2012;2013-07-01;364;0.997260273972603;2014-06-30;"Completed";"Careers";73760;73962.6373626374;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Infectious Diseases";0;0;4;4.01098901098901;2;2.00549450549451;2013-08-19;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;2.00549450549451;2014;0;0;NA;4;4.01098901098901
154634;2014;2014-09-01;577;1.58082191780822;2016-03-31;"Completed";"Careers";135689;85834.4627383016;135689;85834.4627383016;"Institution abroad - Switzerland";"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Infectious Diseases";1;0.632582322357019;13;8.22357019064125;2;1.26516464471404;2014-11-06;0;0;NA;0;0;NA;0;0;NA;0;0;NA;12;7.59098786828423;2014;0;0;NA;14;8.85615251299827
173075;2017;2017-04-01;1643;4.5013698630137;2021-09-30;"Completed";"Projects";496000;110188.679245283;165333.333333333;36729.5597484277;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";3;0.66646378575776;1;0.222154595252587;8;1.77723676202069;2017-09-04;2;0.444309190505173;2019;0;0;NA;0;0;NA;0;0;NA;6;1.33292757151552;2018;0;0;NA;16;3.55447352404139
193861;2019;2020-01-01;30;0.0821917808219178;2020-01-31;"Completed";"Science communication";2374;28883.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
204812;2021;2021-04-01;29;0.0794520547945206;2021-04-30;"Completed";"Science communication";3808;47928.275862069;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
140758;2012;2012-10-01;1642;4.4986301369863;2017-03-31;"Completed";"Projects";345012;76692.6796589525;172506;38346.3398294762;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";2;0.444579780755177;5;1.11144945188794;13;2.88976857490865;2012-10-01;0;0;NA;0;0;NA;0;0;NA;0;0;NA;10;2.22289890377588;2012;0;0;NA;23;5.11266747868453
140340;2012;2012-07-01;1552;4.25205479452055;2016-09-30;"Completed";"Programmes";1954179;459584.62306701;244272.375;57448.0778833763;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Clinical Cardiovascular Research";8;1.88144329896907;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
169938;2016;2016-10-01;1094;2.9972602739726;2019-09-30;"Completed";"Projects";255000;85077.6965265082;127500;42538.8482632541;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";2;0.6672760511883;4;1.3345521023766;3;1.00091407678245;2018-02-22;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;1.00091407678245;2018;0;0;NA;6;2.0018281535649
183848;2018;2019-02-01;638;1.74794520547945;2020-10-31;"Completed";"Careers";142383;81457.3589341693;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;0;0;3;1.71630094043887;2019-07-18;1;0.572100313479624;2020;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;2.2884012539185
142759;2012;2012-07-01;364;0.997260273972603;2013-06-30;"Completed";"Careers";46600;46728.021978022;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
147867;2013;2013-07-01;729;1.9972602739726;2015-06-30;"Completed";"Careers";102000;51069.9588477366;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;2;1.00137174211248;2014-03-30;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.00137174211248
184024;2018;2019-09-01;668;1.83013698630137;2021-06-30;"Completed";"Careers";91600;50050.8982035928;0;0;"Institution abroad - Australia";"Australia";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;2;1.09281437125748;0;0;NA;0;0;NA;2;1.09281437125748;2020-10-15;0;0;NA;4;2.18562874251497;2020;2;1.09281437125748;2020;0;0;NA;8;4.37125748502994
164840;2015;2016-01-01;546;1.4958904109589;2017-06-30;"Completed";"Careers";71850;48031.5934065934;0;0;"Institution abroad - Denmark";"Denmark";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";0;0;2;1.33699633699634;4;2.67399267399267;2016-08-15;1;0.668498168498168;2016;0;0;NA;1;0.668498168498168;2016-05-03;0;0;NA;2;1.33699633699634;2016;0;0;NA;8;5.34798534798535
198856;2020;2020-06-01;29;0.0794520547945206;2020-06-30;"Completed";"Science communication";1600;20137.9310344828;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Veterinary Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
194111;2020;2020-02-01;28;0.0767123287671233;2020-02-29;"Completed";"Science communication";390;5083.92857142857;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Veterinary Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
163300;2015;2016-06-01;1216;3.33150684931507;2019-09-30;"Completed";"Projects";327000;98153.7828947368;81750;24538.4457236842;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Veterinary Medicine";4;1.20065789473684;6;1.80098684210526;3;0.900493421052632;2018-07-09;0;0;NA;1;0.300164473684211;2021-04-13;1;0.300164473684211;2017-09-26;3;0.900493421052632;2017;23;6.90378289473684;2018;1;0.300164473684211;NA;32;9.60526315789474
183062;2018;2019-03-01;1460;4;2023-02-28;"Completed";"Programmes";349733;87433.25;69946.6;17486.65;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";5;1.25;2;0.5;1;0.25;2021-01-13;0;0;NA;1;0.25;2022-06-21;0;0;NA;0;0;NA;4;1;2020;0;0;NA;6;1.5
170216;2016;2016-10-01;1186;3.24931506849315;2019-12-31;"Completed";"Projects";474000;145876.897133221;158000;48625.6323777403;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";3;0.92327150084317;4;1.23102866779089;12;3.69308600337268;2017-01-14;2;0.615514333895447;2017;0;0;NA;0;0;NA;0;0;NA;4;1.23102866779089;2017;0;0;NA;18;5.53962900505902
202506;2021;2021-02-01;27;0.073972602739726;2021-02-28;"Completed";"Science communication";3110;42042.5925925926;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
147013;2013;2013-04-01;1125;3.08219178082192;2016-04-30;"Completed";"Projects";523140;169729.866666667;87190;28288.3111111111;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";6;1.94666666666667;3;0.973333333333333;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;0.973333333333333;2014;0;0;NA;3;0.973333333333333
193893;2019;2020-02-01;181;0.495890410958904;2020-07-31;"Completed";"Science communication";18000;36298.3425414365;0;0;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;1;2.01657458563536;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
172969;2017;2017-04-01;1551;4.24931506849315;2021-06-30;"Completed";"Projects";572000;134609.929078014;190666.666666667;44869.9763593381;"Biotechnology Institute Thurgau - BITG";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";3;0.705996131528046;0;0;19;4.47130883301096;2017-06-04;0;0;NA;2;0.470664087685364;NA;0;0;NA;0;0;NA;5;1.17666021921341;2018;1;0.235332043842682;NA;27;6.35396518375242
177583;2017;2018-01-01;1460;4;2021-12-31;"Completed";"Programmes";1430159;357539.75;357539.75;89384.9375;"Non-profit organisations (libraries, museums, foundations) and administration - NPO";"Switzerland";"Biology and Medicine";"General Biology";"Animal Breeding";4;1;9;2.25;31;7.75;2018-04-08;4;1;2019;0;0;NA;14;3.5;2018-09-12;35;8.75;2018;44;11;NA;0;0;NA;128;32
152154;2014;2015-01-01;1095;3;2017-12-31;"Completed";"Programmes";1668313;556104.333333333;208539.125;69513.0416666667;"Non-profit organisations (libraries, museums, foundations) and administration - NPO";"Switzerland";"Biology and Medicine";"General Biology";"Animal Breeding";8;2.66666666666667;6;2;13;4.33333333333333;2015-09-03;0;0;NA;0;0;NA;1;0.333333333333333;2017-06-15;10;3.33333333333333;2015;1;0.333333333333333;2016;0;0;NA;25;8.33333333333333
172237;2016;2017-02-01;211;0.578082191780822;2017-08-31;"Completed";"Careers";29788;51529.0047393365;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;7;12.1090047393365;2018-04-22;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;7;12.1090047393365
152846;2014;2014-06-01;1460;4;2018-05-31;"Completed";"Projects";446690;111672.5;223345;55836.25;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";2;0.5;2;0.5;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
155290;2014;2014-12-01;364;0.997260273972603;2015-11-30;"Completed";"Careers";40375;40485.9203296703;0;0;"Institution abroad";NA;"Biology and Medicine";"Clinical Medicine";"Internal Medicine";0;0;8;8.02197802197802;10;10.0274725274725;2015-02-03;0;0;NA;0;0;NA;0;0;NA;1;1.00274725274725;2015;28;28.0769230769231;NA;0;0;NA;39;39.1071428571429
142251;2012;2012-06-01;364;0.997260273972603;2013-05-31;"Completed";"Careers";57645;57803.3653846154;0;0;"Institution abroad - Canada";"Canada";"Biology and Medicine";"Clinical Medicine";"Internal Medicine";0;0;7;7.01923076923077;12;12.032967032967;2013-01-20;1;1.00274725274725;2013;0;0;NA;0;0;NA;0;0;NA;10;10.0274725274725;NA;0;0;NA;23;23.0631868131868
206254;2021;2021-07-01;30;0.0821917808219178;2021-07-31;"Completed";"Science communication";5297;64446.8333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
166515;2016;2016-04-01;1216;3.33150684931507;2019-07-31;"Completed";"Projects";388680;116667.927631579;194340;58333.9638157895;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";2;0.600328947368421;1;0.300164473684211;4;1.20065789473684;2016-06-03;0;0;NA;0;0;NA;0;0;NA;0;0;NA;7;2.10115131578947;2016;0;0;NA;11;3.30180921052632
146527;2013;2013-04-01;1095;3;2016-03-31;"Completed";"Projects";440920;146973.333333333;440920;146973.333333333;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";1;0.333333333333333;0;0;10;3.33333333333333;2014-02-13;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;0.666666666666667;2016;0;0;NA;12;4
173000;2017;2017-09-01;1641;4.4958904109589;2022-02-28;"Completed";"Projects";402000;89414.9908592322;201000;44707.4954296161;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";2;0.4448507007922;6;1.3345521023766;32;7.1176112126752;2017-09-05;11;2.4466788543571;2017;0;0;NA;0;0;NA;0;0;NA;13;2.8915295551493;NA;0;0;NA;56;12.4558196221816
202453;2021;2021-01-01;30;0.0821917808219178;2021-01-31;"Completed";"Science communication";1276;15524.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
205781;2021;2021-05-01;30;0.0821917808219178;2021-05-31;"Completed";"Science communication";2001;24345.5;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
155614;2014;2014-07-01;548;1.5013698630137;2015-12-31;"Completed";"Careers";85400;56881.3868613139;0;0;"Institution abroad";NA;"Biology and Medicine";"General Biology";"Zoology";0;0;0;0;3;1.99817518248175;2015-07-04;1;0.666058394160584;2015;0;0;NA;0;0;NA;0;0;NA;2;1.33211678832117;NA;0;0;NA;6;3.9963503649635
174018;2017;2018-06-01;1613;4.41917808219178;2022-10-31;"Completed";"Careers";891610;201759.237445753;297203.333333333;67253.0791485844;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";3;0.678859268443893;5;1.13143211407316;10;2.26286422814631;2018-08-12;2;0.452572845629262;2020;0;0;NA;0;0;NA;0;0;NA;3;0.678859268443893;2019;0;0;NA;15;3.39429634221947
198690;2020;2020-06-01;29;0.0794520547945206;2020-06-30;"Completed";"Science communication";355;4468.10344827586;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
174359;2017;2017-11-01;364;0.997260273972603;2018-10-31;"Completed";"Careers";150200;150612.637362637;0;0;"Institution abroad - France";"France";"Biology and Medicine";"General Biology";"Ecology";0;0;2;2.00549450549451;1;1.00274725274725;2018-09-08;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1.00274725274725;2018;0;0;NA;2;2.00549450549451
166526;2015;2016-02-01;59;0.161643835616438;2016-03-31;"Completed";"Careers";6000;37118.6440677966;0;0;"University of Zurich - ZH";NA;"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
159000;2014;2015-02-01;546;1.4958904109589;2016-07-31;"Completed";"Careers";74600;49869.9633699634;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;1;0.668498168498168;2016-03-21;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.668498168498168
152103;2013;2015-02-01;546;1.4958904109589;2016-07-31;"Completed";"Careers";102269;68366.6391941392;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"General Biology";"Zoology";0;0;2;1.33699633699634;2;1.33699633699634;2015-12-15;0;0;NA;0;0;NA;0;0;NA;0;0;NA;8;5.34798534798535;NA;0;0;NA;10;6.68498168498168
204024;2021;2021-03-01;30;0.0821917808219178;2021-03-31;"Completed";"Science communication";2350;28591.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
205795;2021;2021-12-01;30;0.0821917808219178;2021-12-31;"Completed";"Science communication";1951;23737.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Zoology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
169732;2016;2016-10-01;1399;3.83287671232877;2020-07-31;"Completed";"Projects";429000;111926.375982845;61285.7142857143;15989.4822832636;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"General Biology";"Botany";7;1.82630450321658;12;3.13080771979986;1;0.260900643316655;2019-01-29;0;0;NA;0;0;NA;0;0;NA;0;0;NA;11;2.8699070764832;2016;0;0;NA;12;3.13080771979986
189824;2019;2019-05-01;30;0.0821917808219178;2019-05-31;"Completed";"Science communication";3200;38933.3333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
